training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,exploration/prev_button_states,exploration/button_states,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,step
79.78812,0.055643857,0.018961182,0.020859336,-79.54286,79.54286,0.100753576,-59.22695,-79.90208,-120.93419,0.18329315,-0.25951958,6.816318,1052625.0,1051692.6,84.51776,0.6572222,-87.20627,87.20627,99.2034,-68.88642,-87.20402,-107.296234,0.007861661911010741,4413.1704454422,0.5,0.5,-0.18204202172420397,0.013751112396407819,-0.18151521982957314,0.009985440102299634,10.120164554068122,37.59999999999999,0.0,624750.0,-1.0,-771.0,750.0,5.416174650192261,625000
73.98741,0.0658265,0.020858187,0.022674805,-73.713005,73.713005,0.082360186,-53.06313,-74.108444,-101.051765,0.19925295,-0.20507759,8.504507,902040.2,901682.2,27.899958,0.658866,-78.970276,78.970276,88.89917,-58.491024,-78.96225,-106.480034,0.006952867574691772,4586.992146492004,0.5,0.5,-0.05043324022995426,-0.0022931613894392427,-0.05080225426193174,-0.004266530089740078,36.00887236491659,37.59999999999999,0.0,649500.0,-1.0,-757.0,750.0,6.075782537460327,650000
78.92001,0.06520994,0.016475836,0.018672753,-78.69005,78.69005,0.072778486,-60.590218,-79.009735,-114.73972,0.12782101,-0.17447445,7.7577095,1015214.9,1014298.0,82.92547,0.63897955,-87.60379,87.60379,37.937386,-74.1354,-87.88529,-110.23502,0.007945441331863404,4785.628192424774,0.5,0.5,0.18075151507757098,-0.005851132434666058,0.1807729084323328,-0.004451677352046785,36.630648141634246,37.59999999999999,0.0,675000.0,-1.0,-773.0,750.0,4.927513837814331,675000
79.721214,0.06742164,0.016946131,0.018783921,-79.48433,79.48433,0.060271166,-62.016464,-79.80731,-112.16411,0.21964689,-0.16114917,8.00927,1649068.8,1648330.4,64.80364,0.6586257,-90.3802,90.3802,87.85906,-71.38756,-90.70738,-109.53998,0.007111472787857055,4963.415023326874,0.5,0.5,0.03460484252689457,-8.062845562820362e-05,0.03450790087423665,-0.0017452840530995442,36.1436850481888,37.59999999999999,0.0,699750.0,-1.0,-755.0,750.0,6.046623706817627,700000
81.401825,0.06620913,0.018179357,0.020303434,-81.153824,81.153824,0.07225158,-68.2438,-81.51825,-141.13158,0.1423654,-0.16302213,5.91214,1587224.0,1586677.2,45.602734,0.6417287,-90.76242,90.76242,88.548965,-73.811806,-90.88284,-109.63912,0.008233082294464112,5169.242091178894,0.5,0.5,0.04023358075750883,0.001586191705697297,0.04034792278084726,0.0022803220512095704,36.382136240786075,37.59999999999999,0.0,724500.0,-1.0,-784.0,750.0,3.8887109756469727,725000
79.8069,0.063161425,0.015063572,0.016761778,-79.5931,79.5931,0.0511663,-51.713375,-79.87492,-120.94126,0.15634735,-0.12334563,5.4051476,1798068.2,1797471.9,50.60562,0.63293,-90.33212,90.33212,86.867096,-72.04576,-90.491554,-110.225334,0.006884131965637207,5341.34540271759,0.5,0.5,-0.020292406761537266,0.0004683809580448743,-0.020327330443237094,-0.0006190826635885616,35.92664727790035,37.59999999999999,0.0,750000.0,-1.0,-781.0,750.0,5.826304912567139,750000
82.665054,0.07282675,0.0154104205,0.017232066,-82.438126,82.438126,0.104767695,-54.598026,-82.729385,-147.3012,0.1668131,-0.16874427,6.956353,3987.5884,3868.4412,1.1457982,0.3184278,-107.68915,107.68915,79.33335,-81.364525,-108.05641,-136.99205,0.00782660997390747,5537.010663509369,0.5,0.5,-0.3199358099649859,-0.00240129890977086,-0.3199697281154998,0.0004447350973653855,34.81667160411375,37.59999999999999,0.0,774750.0,-1.0,-765.0,750.0,4.291848659515381,775000
82.054596,0.064840876,0.015951453,0.017505908,-81.83024,81.83024,0.05823799,-65.16322,-82.14844,-117.23409,0.18892585,-0.19653164,6.107566,1599.3943,1447.9896,0.6994659,0.30107197,-144.4101,144.4101,260.54276,-72.98411,-144.52777,-250.81644,0.006974276542663574,5711.367587089539,0.5,0.5,-0.07615959160836212,-0.0020985837205958198,-0.07637786969040715,-0.0038780368538351164,-0.5097652240280848,37.59999999999999,0.0,799500.0,-1.0,-759.0,750.0,4.289881706237793,800000
82.845215,0.065696836,0.012831531,0.014227415,-82.6512,82.6512,0.045094658,-66.315094,-82.89519,-100.41931,0.088218205,-0.13443397,5.927935,299.06677,131.72752,0.59824884,0.2925888,-161.35675,161.35675,494.8956,-78.82861,-161.05292,-280.6229,0.008429651870727538,5922.10889673233,0.5,0.5,-0.07719507273803669,-0.0008116691710874238,-0.07719671898293458,0.0004895063167180608,35.81544688435407,37.59999999999999,0.0,825000.0,-1.0,-760.0,750.0,5.217878341674805,825000
86.15937,0.10215493,0.010345968,0.0113512175,-85.95376,85.95376,0.03456327,-73.17299,-86.142914,-113.13741,0.1671354,-0.23669226,6.6052127,218.93211,48.20415,0.73610514,0.32282653,-163.36691,163.36691,326.1717,-80.36789,-164.93774,-290.792,0.006950942192077637,6095.882462263107,0.5,0.5,-0.2552995837130822,0.001053687389797504,-0.2551560134795948,0.0027481039022606638,35.3264423984318,37.59999999999999,0.0,849750.0,-1.0,-777.0,750.0,6.280738353729248,850000
87.48334,0.06347108,0.015253319,0.016788973,-87.267334,87.267334,0.04987432,-68.69937,-87.54782,-159.9963,0.1044948,-0.10391552,4.6910105,330.8369,171.36821,0.65450114,0.2830571,-152.92368,152.92368,265.39285,-83.953026,-154.33762,-297.27655,0.00843327688217163,6306.714394807816,0.5,0.5,-0.049326181006829985,-0.0054950220325510925,-0.04960711139540189,-0.005025499236975901,35.74160326177934,37.59999999999999,0.0,874500.0,-1.0,-832.0,750.0,4.594199180603027,875000
86.895096,2.7372868,0.01871643,0.017980548,-83.97064,83.97064,0.07577018,-67.53171,-84.244125,-137.54332,10.780188,-5.769439,171.75586,610.14404,443.85913,0.7245752,0.34085724,-159.03917,159.03917,435.67853,-77.63301,-160.63718,-296.6144,0.007029731178283692,6482.457684516907,0.5,0.5,-0.09158800597508442,-0.0008268639874472642,-0.09169476518147025,-0.0023103229696270354,35.67575650051603,37.59999999999999,0.0,900000.0,-1.0,-759.0,750.0,4.937586784362793,900000
85.51059,0.05349028,0.012704849,0.013390093,-85.33005,85.33005,0.07031269,-71.93175,-85.55577,-119.077385,0.120273806,-0.111717686,5.407106,752.5642,566.77716,0.81564677,0.3524402,-177.63058,177.63058,717.8535,-80.00389,-178.94571,-296.33237,0.00899873465538025,6707.426060676575,0.5,0.5,-0.03122164382555676,0.001256088742671097,-0.03098209721610047,0.0040133828513384115,35.83801031477144,37.59999999999999,0.0,924750.0,-1.0,-765.0,750.0,5.155083179473877,925000
83.43538,0.083943725,0.019317,0.021583054,-83.158264,83.158264,0.11296627,-59.9569,-83.50106,-290.95804,0.31795853,-0.33996314,9.81782,328.01978,156.08437,1.0214385,0.33642778,-161.72104,161.72104,331.00903,-75.291916,-162.53238,-297.04202,0.007403545169830323,6892.514701366425,0.5,0.5,0.1056678054053865,-0.0006170930454032177,0.10566618494010367,-0.0002320012906753506,36.239460454296825,37.59999999999999,0.0,949500.0,-1.0,-760.0,750.0,4.464213609695435,950000
81.36467,0.100379705,0.015303616,0.016984353,-81.11125,81.11125,0.07059945,-64.178314,-81.39408,-120.23693,0.18863587,-0.19018757,7.5111866,395.55505,210.43669,1.0003518,0.39132878,-175.11484,175.11484,499.4454,-77.58052,-175.56648,-295.8253,0.0073959417152404784,7077.4132578372955,0.5,0.5,-0.0153937097839745,0.0027684566603060363,-0.015329771991370205,-0.000763283030417106,36.00848037659567,37.59999999999999,0.0,975000.0,-1.0,-756.0,750.0,4.838885307312012,975000
83.60411,0.085579515,0.015694782,0.017197857,-83.36158,83.36158,0.07371181,-70.89687,-83.64608,-116.09225,0.123885706,-0.2022264,6.944501,495.671,329.89673,0.74918485,0.3552545,-158.28241,158.28241,340.9193,-75.67451,-158.37268,-290.25748,0.006835185871124268,7248.29291510582,0.5,0.5,0.007953665853571218,0.0022222873800107697,0.008188174834030788,0.003145162174239207,36.01372864048944,37.59999999999999,0.0,999750.0,-1.0,-759.0,750.0,4.568106412887573,1000000
