training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,exploration/prev_button_states,exploration/button_states,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,step
43.12342,0.09184255,0.0434709,0.04604674,-42.59687,42.59687,0.37163496,-14.263067,-43.363167,-92.65598,0.45310387,-0.40652397,23.6937,94.4506,1.2124633,0.21936856,0.20727995,-91.04445,91.04445,28.288738,-13.132102,-91.59848,-169.71571,0.009697142152786255,242.42860889434814,0.5,0.5,0.18462306421347702,-0.00292855340398503,0.18453458689304447,-0.000724671037015319,36.58506272841559,37.59999999999999,0.0,24750.0,-1.0,-920.0,750.0,4.843761920928955,25000
66.515816,0.08694015,0.029187998,0.03466543,-66.13699,66.13699,0.09724302,-39.60183,-66.697556,-110.1937,0.35232309,-0.289326,15.321854,105.43263,1.621316,0.30826625,0.23604415,-100.72865,100.72865,62.735306,-55.781326,-100.83564,-174.51845,0.006039093370437622,393.4059543609619,0.5,0.5,-0.02146108279171491,0.0087454941199438,-0.021598212314558007,-0.0015331794981362963,35.963256587313246,37.59999999999999,0.0,49500.0,-1.0,-819.0,750.0,3.92445707321167,50000
57.121033,0.08650068,0.053519636,0.05732863,-56.499336,56.499336,0.18507186,-12.453526,-57.519676,-104.863205,0.25872102,-0.35909125,14.428359,112.95778,1.0990727,1.519741,0.4228974,-96.66129,96.66129,99.165436,-16.084942,-96.63872,-167.61081,0.007372784843444824,577.7255864143372,0.5,0.5,-0.28037205001830984,-0.005853748700208382,-0.2810377412541053,-0.007758326239954195,34.95881323880734,37.59999999999999,0.0,75000.0,-1.0,-773.0,750.0,3.9232711791992188,75000
49.216217,0.066604905,0.040041544,0.043708604,-48.749195,48.749195,0.25704315,-4.6886907,-49.555313,-106.67028,0.48492607,-0.61816573,19.309492,136.0079,1.4131263,5.6153617,0.5353727,-78.441154,78.441154,125.49304,1.1236942,-77.87961,-144.88303,0.00609567174911499,730.1173901557922,0.5,0.5,-0.1510791217348362,-0.05032722632900849,-0.15295018255181103,-0.02853148835387866,1.7292720464724596,37.59999999999999,0.0,99750.0,-1.0,-855.0,750.0,5.191213130950928,100000
54.03492,0.0699615,0.033782393,0.033974,-53.627136,53.627136,0.07700555,-32.28362,-54.35161,-113.23209,0.19158839,-0.24536502,9.148059,109.03215,1.6904675,4.0154037,0.4674572,-67.187645,67.187645,170.25098,-16.50232,-66.888626,-147.04947,0.006712568674087524,897.9316170215607,0.5,0.5,-0.07881063904469171,-0.0005236089802072288,-0.07881039970805681,0.0001803734924934492,35.74134919717833,37.59999999999999,0.0,124500.0,-1.0,-760.0,750.0,3.685450553894043,125000
56.789215,0.094627015,0.038492512,0.040473938,-56.30966,56.30966,0.13648148,-21.266102,-57.081894,-120.55972,0.6467937,-0.6221782,16.097563,94.774734,6.02322,2.6669278,0.43853623,-62.082237,62.082237,111.14137,-16.12251,-62.150772,-143.95097,0.005984689836502076,1047.5488760471344,0.5,0.5,-0.16986428850910465,0.016362453992880468,-0.16957993724888465,0.004400126404011793,6.4884264845133846,37.59999999999999,0.0,150000.0,-1.0,-759.0,750.0,4.04758620262146,150000
57.533802,0.07479214,0.02859047,0.03081142,-57.173103,57.173103,0.08762865,-36.481335,-57.733475,-123.23239,0.22065191,-0.25901565,9.187057,127.92401,19.564562,4.838735,0.51531905,-59.9721,59.9721,61.021236,-23.225441,-60.04792,-139.82523,0.007464818325042724,1234.1693451404572,0.5,0.5,-0.011104889029703342,-0.0032386083947324256,-0.011241096426508888,-0.002356988930887419,35.83242500146687,37.59999999999999,0.0,174750.0,-1.0,-831.0,750.0,4.972020387649536,175000
62.284054,0.05835808,0.031233544,0.033342313,-61.91336,61.91336,0.11269537,-31.969114,-62.499763,-144.76395,0.21927592,-0.36019272,9.432024,325.27316,202.2067,6.965291,0.510694,-53.41354,53.41354,108.77344,-13.429428,-53.653683,-136.94254,0.006444151926040649,1395.2731535434723,0.5,0.5,-0.061752144590702766,-0.003354545445425547,-0.06140170135066994,0.003985532401135964,35.944084090452954,37.59999999999999,0.0,199500.0,-1.0,-766.0,750.0,5.831100702285767,200000
54.178215,0.065964535,0.041882392,0.04360452,-53.693428,53.693428,0.19403228,-5.7890825,-54.52269,-121.79592,0.5427871,-0.4667089,14.073439,724.02905,641.6233,5.1871247,0.5286317,-30.534552,30.534552,66.06375,-0.007932842,-30.800682,-98.94072,0.007485469837188721,1582.409908771515,0.5,0.5,-0.09215943733240442,-0.015688019659016,-0.09306047518350838,-0.015472257457609712,35.9209156196007,37.59999999999999,0.0,225000.0,-2.0,-974.0,750.0,5.0191991329193115,225000
56.68718,0.07709145,0.031564336,0.03497997,-56.294445,56.294445,0.09739429,-17.280045,-56.890633,-121.49245,0.33860663,-0.27002898,9.879471,1774.8317,1618.999,10.617455,0.57402927,-49.658073,49.658073,80.16646,-11.0925665,-49.690044,-117.133255,0.005810531358718872,1727.6732017993927,0.5,0.5,-0.00891102035355536,0.002062443636024891,-0.008855512380748986,0.0012028074786366672,35.938299664724084,37.59999999999999,0.0,249750.0,-1.0,-757.0,750.0,4.01574444770813,250000
54.180428,0.058942866,0.03156765,0.03290812,-53.80581,53.80581,0.11625078,-17.36931,-54.393402,-95.4885,0.67832506,-0.53684855,12.558315,4565.181,4274.78,24.523268,0.6004491,-45.168304,45.168304,68.62964,-12.843268,-45.189724,-106.65929,0.00727112398147583,1909.451310634613,0.5,0.5,0.023446434683078724,-0.014998033793571425,0.022051235984537603,-0.022436076184018983,36.024361013611625,37.59999999999999,0.0,274500.0,-1.0,-808.0,750.0,4.992448568344116,275000
50.77943,0.07434914,0.03416735,0.037123796,-50.363407,50.363407,0.12133504,-5.0381713,-51.055458,-106.879486,0.48689023,-0.45030037,13.967659,10500.733,10264.268,19.622065,0.6044915,-40.245087,40.245087,39.27343,-4.0952435,-40.53221,-105.07224,0.006123804492950439,2062.5464358329773,0.5,0.5,-0.21775820665147755,0.007974896665223231,-0.21752701216178308,0.00018306864834687075,1.3845996017600035,37.59999999999999,0.0,300000.0,-1.0,-758.0,750.0,4.289964914321899,300000
60.737896,0.07312795,0.023167852,0.026244415,-60.43309,60.43309,0.06303905,-44.248543,-60.877617,-124.19796,0.22321871,-0.2879203,8.370262,21600.047,21313.09,22.268318,0.5465545,-64.27385,64.27385,68.891136,-43.44631,-64.357285,-109.49685,0.007165032567977905,2241.672264099121,0.5,0.5,0.07467362506082251,-0.003663014033154157,0.07454502352054247,-0.002353760166889036,36.114916179091225,37.59999999999999,0.0,324750.0,-1.0,-760.0,750.0,5.498867034912109,325000
64.46877,0.08965617,0.028356541,0.030528545,-64.09555,64.09555,0.087479696,-38.936626,-64.624146,-137.6324,0.23302686,-0.17864738,7.5649853,41734.49,41543.27,12.328349,0.6012445,-67.931656,67.931656,28.275326,-51.185806,-67.92957,-108.517006,0.006617512159347534,2407.11007976532,0.5,0.5,-0.3524209154956937,-0.04839455526494794,-0.3550505994655696,-0.047626288524537354,34.814809622425216,37.59999999999999,0.0,349500.0,-1.0,-760.0,750.0,4.242975950241089,350000
66.81483,0.06293275,0.029216263,0.030550722,-66.45973,66.45973,0.098780766,-38.016354,-67.02256,-119.363754,0.47837397,-0.3796799,11.250903,53829.227,53582.062,16.779526,0.5319066,-79.368225,79.368225,90.966896,-59.542557,-79.47395,-119.961784,0.008402277231216431,2617.1670224666595,0.5,0.5,-0.070809634213061,-0.027366429140791553,-0.07231043633997211,-0.02718423696925812,35.665858421292754,37.59999999999999,0.0,375000.0,-1.0,-806.0,750.0,4.289209604263306,375000
63.58242,0.08039686,0.028726656,0.03214037,-63.214756,63.214756,0.12323631,-38.38053,-63.764023,-103.96039,0.25467715,-0.1678764,10.133098,56885.785,56649.664,16.035475,0.5959701,-75.76402,75.76402,52.313904,-44.02981,-75.704,-102.69681,0.006939906549453735,2790.6647005081177,0.5,0.5,-0.011997243750633636,-0.00105144729021705,-0.01204367797043052,-0.0007313881789525475,36.04487459202718,37.59999999999999,0.0,399750.0,-1.0,-860.0,750.0,4.266770124435425,400000
64.26899,0.08193664,0.03025249,0.031563487,-63.884525,63.884525,0.1516648,-40.420383,-64.45712,-97.85061,0.2238884,-0.2628652,10.43763,84238.72,83933.39,23.382818,0.62703645,-71.50363,71.50363,132.61191,-55.533443,-71.241486,-95.85137,0.007936589126586914,2989.0794394016266,0.5,0.5,-0.05305995853150305,0.017734998453117646,-0.052011711107149826,0.01723575309986627,35.763509068858205,37.59999999999999,0.0,424500.0,-1.0,-763.0,750.0,4.0764100551605225,425000
63.88421,0.056191664,0.023025166,0.025534514,-63.597767,63.597767,0.13064125,-44.924606,-64.04403,-99.83397,0.196275,-0.22750074,9.302134,136380.61,135934.72,37.05081,0.6685658,-75.37287,75.37287,35.532345,-62.385212,-75.16324,-93.519005,0.006475347146987915,3150.9631271362305,0.5,0.5,0.010661485944927537,-0.026526697089351414,0.009282626575770312,-0.024961066153054327,35.95736009663886,37.59999999999999,0.0,450000.0,-1.0,-761.0,750.0,4.996657848358154,450000
71.28257,0.068935804,0.02010458,0.022189949,-71.01259,71.01259,0.11199987,-42.500782,-71.38597,-101.648254,0.22091626,-0.20164692,8.389678,208032.3,207651.67,30.03844,0.6129608,-80.22904,80.22904,165.58334,-65.21865,-80.23607,-104.51557,0.007892286729812622,3348.2703051567078,0.5,0.5,-0.005021798005062246,0.0069834928375802005,-0.004653714135533755,0.006573468409966196,35.84834392297741,37.59999999999999,0.0,474750.0,-1.0,-982.0,750.0,5.7008161544799805,475000
71.50256,0.10177646,0.022757454,0.02619015,-71.17321,71.17321,0.3210937,-54.097214,-71.60899,-137.70541,0.22319986,-0.26851624,9.471403,310706.06,310176.9,44.78438,0.6308179,-81.31247,81.31247,79.83539,-64.127464,-81.49898,-103.8744,0.006287101211547852,3505.4478454589844,0.5,0.5,-0.0032980902278059747,0.00014365127154496678,-0.0033462001475922914,1.774370596725171e-05,36.093034509851286,37.59999999999999,0.0,499500.0,-1.0,-758.0,750.0,4.19145655632019,500000
75.6959,0.08518602,0.01573302,0.017663285,-75.453384,75.453384,0.054995615,-59.857037,-75.75544,-126.76373,0.24912897,-0.19650185,7.9994493,465813.0,465432.56,29.632053,0.6715551,-84.12317,84.12317,40.743576,-68.06435,-84.1309,-105.08169,0.007670387134552002,3697.2075345516205,0.5,0.5,-0.07444554227889079,-0.002926959829357445,-0.07463525194226471,-0.003406479286711571,35.58092871834503,37.59999999999999,0.0,525000.0,-1.0,-774.0,750.0,5.462076902389526,525000
78.765175,0.067411445,0.017742574,0.01917333,-78.52034,78.52034,0.06644144,-62.476463,-78.841774,-127.04711,0.12585212,-0.2464834,5.9208035,722322.25,721826.7,40.745148,0.678654,-88.146095,88.146095,67.01399,-74.093575,-88.28084,-106.6157,0.006737202930450439,3865.6376192569733,0.5,0.5,0.022093711478985104,-0.002060941416310954,0.021976245519199952,-0.0021499501763639866,35.9313383015256,37.59999999999999,0.0,549750.0,-1.0,-755.0,750.0,5.165927171707153,550000
79.399925,0.0679678,0.016106186,0.01817011,-79.1709,79.1709,0.070112094,-64.76939,-79.45906,-116.57805,0.23227803,-0.31391,8.688428,671373.3,670788.94,49.723972,0.6231658,-87.11044,87.11044,60.995697,-70.46576,-87.19699,-110.87938,0.0075091529750823975,4053.366453886032,0.5,0.5,-0.017267595601450445,-0.001523706084247238,-0.017364132633607258,-0.001108988659383467,36.100640512615186,37.59999999999999,0.0,574500.0,-1.0,-759.0,750.0,4.489693880081177,575000
81.24423,0.05831728,0.018417645,0.020473046,-81.00174,81.00174,0.08633658,-63.54547,-81.34268,-150.71657,0.11425463,-0.12369777,5.4438505,829013.94,828168.44,76.32253,0.66491836,-82.23605,82.23605,41.44757,-66.72269,-82.15172,-108.39062,0.0065304968738555905,4216.628885507584,0.5,0.5,0.18190745000295763,-8.529651969397357e-05,0.18189206085892168,7.133091760940138e-05,36.65311829345099,37.59999999999999,0.0,600000.0,-1.0,-760.0,750.0,3.6368448734283447,600000
