training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/bcfm_loss,training/critic/critic_loss,training/critic/dcfm_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/critic/q_std,training/critic/q_std_max,training/critic/q_std_min,training/critic/weight,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/bcfm_loss,validation/critic/critic_loss,validation/critic/dcfm_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/critic/q_std,validation/critic/q_std_max,validation/critic/q_std_min,validation/critic/weight,time/epoch_time,time/total_time,exploration/prev_button_states,exploration/button_states,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,step
873.55585,0.05300907,0.16166699,0.0029752166,-871.88617,871.88617,[7.12772827e+01 1.33515322e+00 1.25976920e+00 2.11535597e+00
 1.26192274e+01 6.14612436e+00 9.23652458e+00 3.18322811e+01
 1.68026960e+00 2.59553432e-01 1.03234351e+00 8.74268818e+00
 5.54521847e+00 1.57335300e+01 3.53555679e-01 1.37849899e+02
 2.80075893e+01 6.16180837e-01 6.77120090e-01 1.61923199e+01
 5.81586957e-01 2.68399030e-01 7.40427246e+01 4.19697076e-01
 3.31423283e+00 7.20300369e+01 8.82283173e+01 2.63709593e+00
 3.96659493e+00 2.59242582e+00 1.26575422e+00 9.36840668e+01
 3.61681557e+00 2.38465652e+02 2.43935211e+02 2.21894240e+00
 3.06991405e+01 6.04335403e+00 2.24952736e+01 3.49081421e+00
 1.71576405e+00 1.06178665e+00 1.82879166e+02 1.30287778e+00
 4.86547455e+02 1.37924652e+02 1.00982008e+01 5.08748293e+00
 2.89639258e+00 7.62992859e+01 2.16146398e+00 8.22383213e+00
 2.59490430e-01 1.01644989e+02 1.32755066e+02 3.79347687e+01
 5.97996330e+01 4.48513538e-01 1.24769688e+01 2.92008114e+00
 1.26521730e+00 9.94579554e-01 5.30546331e+00 3.25411301e+01
 9.39427763e-02 5.30378008e+00 2.78892231e+00 1.06826544e+00
 1.06166363e+00 1.27910113e+00 1.45562506e+00 4.84173393e+00
 7.32084453e-01 6.79742470e-02 1.61718524e+00 1.41247253e+02
 1.15518036e+01 8.42819214e-01 4.95790634e+01 4.63619232e+00
 5.80887318e-01 4.85636234e-01 7.67583907e-01 5.39823711e-01
 4.96155119e+00 2.15462470e+00 9.16317272e+00 2.43945618e+01
 2.16353104e-01 6.59403763e+01 7.92936087e+00 2.97536635e+00
 6.04942226e+00 1.66786819e+02 1.98708785e+00 1.87613770e+02
 9.76344168e-01 4.82004690e+00 8.95015717e+00 2.95605221e+01
 4.15111971e+00 7.42771816e+00 9.45616150e+00 4.62769745e+02
