machine,source_root,experiment_line,matched_keywords,status,protocol,env,domain,task_id,config_name,seed,target_steps,final_step,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,eval_csv,train_csv,command_txt,report_files,run_dir,curve_points,already_in_registry,registry_run_ids,notes
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task1-v0,scene-play,task1,R2_flow_residual_disagree_std_lam0p001,001,1000000,1000000,1,-115.4,89.2,1,50000,1,500000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed1/sd001_20260608_062436/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed1/sd001_20260608_062436/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed1/sd001_20260608_062436,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task1-v0,scene-play,task1,R2_flow_residual_disagree_std_lam0p001,002,1000000,1000000,1,-111.2,79.4,1,100000,1,500000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task2-v0,scene-play,task2,A1_action_std_lam0p001,002,1000000,1000000,1,-363.4,193.7,1,200000,1,550000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_184523/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_184523/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_184523,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task2-v0,scene-play,task2,R2_flow_residual_disagree_std_lam0p001,000,1000000,1000000,1,-363.8,192.9,1,200000,1,500000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed0/sd000_20260607_213236/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed0/sd000_20260607_213236/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed0/sd000_20260607_213236,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task2-v0,scene-play,task2,R2_flow_residual_disagree_std_lam0p001,001,1000000,1000000,1,-432.5,241.8,1,100000,1,500000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed1/sd001_20260608_102819/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed1/sd001_20260608_102819/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed1/sd001_20260608_102819,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task2-v0,scene-play,task2,R2_flow_residual_disagree_std_lam0p001,002,1000000,1000000,1,-380.7,212,1,150000,1,500000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_183923/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_183923/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_183923,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task3-v0,scene-play,task3,A1_action_std_lam0p001,002,1000000,1000000,1,-409.8,217.1,1,350000,1,700000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_230708/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_230708/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_230708,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task3-v0,scene-play,task3,R2_flow_residual_disagree_std_lam0p001,000,1000000,1000000,1,-495.9,280,1,200000,1,500000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed0/sd000_20260608_014920/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed0/sd000_20260608_014920/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed0/sd000_20260608_014920,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task3-v0,scene-play,task3,R2_flow_residual_disagree_std_lam0p001,001,1000000,1000000,1,-386,201.5,1,250000,1,500000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed1/sd001_20260608_104550/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed1/sd001_20260608_104550/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed1/sd001_20260608_104550,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task3-v0,scene-play,task3,R2_flow_residual_disagree_std_lam0p001,002,1000000,1000000,1,-348.2,176.8,1,200000,1,500000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_225507/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_225507/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_225507,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task4-v0,scene-play,task4,A1_action_std_lam0p001,002,1000000,1000000,0,-770.8,750,0.8,100000,0.1,700000,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_033023/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_033023/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_033023,21,no,,
4090d,/root/sb-value-flows,other,,COMPLETED,1m,scene-play-singletask-task4-v0,scene-play,task4,R2_flow_residual_disagree_std_lam0p001,000,1000000,1000000,0.1,-748.7,706.6,0.3,100000,0.2,600000,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed0/sd000_20260608_015420/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed0/sd000_20260608_015420/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed0/sd000_20260608_015420,21,no,,
