scenario,panel,env,method,method_label,seed,step,success,run_dir,used_in_final_figure
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,50000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,100000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,150000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,200000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,250000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,300000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,350000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,450000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,550000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,600000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,650000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,700000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,750000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,800000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,850000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,900000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,950000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,2,1000000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/o2o_final_cube-double_fql_final1m_r1p0_default_seed2/sd002_20260705_140917,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,50000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,100000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,150000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,200000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,250000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,300000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,350000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,450000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,550000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,600000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,650000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,700000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,750000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,800000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,850000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,900000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,950000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,3,1000000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/o2o_final_cube-double_fql_final1m_r1p0_default_seed3/sd003_20260707_132052,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,50000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,100000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,150000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,200000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,250000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,300000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,350000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,450000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,550000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,600000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,650000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,700000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,750000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,800000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,850000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,900000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,950000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,2,1000000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_063839,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,50000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,100000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,150000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,200000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,250000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,300000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,350000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,450000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,550000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,600000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,650000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,700000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,750000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,800000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,850000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,3,900000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_cube-double_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260705_213441,True
