server,source_family,eval_csv,train_csv,command_txt,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,curve_points,trajectory_full,mtime,error
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003,cube-double-play-singletask-task3-v0,cube-double-play,task3,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.3,-784.6,408.1,0.3,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0.1 -> 300000:0.3,2026-06-09T19:23:24,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330,cube-double-play-singletask-task3-v0,cube-double-play,task3,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.2,-763.6,430.9,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0.2,2026-06-09T20:36:54,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038,cube-double-play-singletask-task4-v0,cube-double-play,task4,A1_action_std_lam0p001,0,1000000,1000000,COMPLETED,0.4,-773.5,441.2,0.5,500000,0.5,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.2 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0.5 -> 550000:0.5 -> 600000:0 -> 650000:0.3 -> 700000:0.3 -> 750000:0.5 -> 800000:0.1 -> 850000:0.5 -> 900000:0.1 -> 950000:0.2 -> 1000000:0.4,2026-06-13T13:30:11,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019,cube-double-play-singletask-task4-v0,cube-double-play,task4,A1_action_std_lam0p001,1,1000000,1000000,COMPLETED,0.3,-787.4,440.1,0.4,650000,0.4,650000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.2 -> 300000:0 -> 350000:0.2 -> 400000:0.3 -> 450000:0.3 -> 500000:0.2 -> 550000:0.1 -> 600000:0.3 -> 650000:0.4 -> 700000:0.2 -> 750000:0.2 -> 800000:0.3 -> 850000:0.3 -> 900000:0.1 -> 950000:0.2 -> 1000000:0.3,2026-06-13T17:31:51,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658,cube-double-play-singletask-task4-v0,cube-double-play,task4,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-818.7,443.3,0.3,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.3,2026-06-10T01:30:03,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127,cube-double-play-singletask-task4-v0,cube-double-play,task4,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0.5,-664.1,394.8,0.7,800000,0.7,800000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0.2 -> 450000:0.3 -> 500000:0.1 -> 550000:0.2 -> 600000:0.3 -> 650000:0.3 -> 700000:0.5 -> 750000:0.4 -> 800000:0.7 -> 850000:0.4 -> 900000:0.1 -> 950000:0.4 -> 1000000:0.5,2026-06-13T09:30:31,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010,cube-double-play-singletask-task4-v0,cube-double-play,task4,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.2,-883.8,470.7,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.2,2026-06-10T02:43:13,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014,cube-double-play-singletask-task4-v0,cube-double-play,task4,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0,-976.5,500,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-09T23:03:10,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316,cube-double-play-singletask-task4-v0,cube-double-play,task4,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.1,-961.1,491.1,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-10T00:16:52,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700,cube-double-play-singletask-task4-v0,cube-double-play,task4,P0_particle,2,300000,300000,COMPLETED,0.1,-850.2,498.2,0.1,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-09T21:50:08,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319,cube-double-play-singletask-task4-v0,cube-double-play,task4,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.1,-902.5,487.2,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.1,2026-06-10T03:56:40,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647,cube-double-play-singletask-task4-v0,cube-double-play,task4,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.1,-857.5,474.6,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-10T05:10:40,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-2240.2,956.5,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-11T12:33:12,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0,-2634.4,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T13:49:49,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0,-2478.6,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T10:01:50,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-2384,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T11:17:36,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,P0_particle,2,300000,300000,COMPLETED,0,-2726.4,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T08:46:26,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-2745,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T15:06:55,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0,-2727.6,1000,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-11T16:24:07,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1298.3,500,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0,2026-06-08T15:03:38,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.1,-1326.9,472.2,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.1,2026-06-08T16:17:55,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.1,-1221.1,479.2,0.2,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-08T12:35:16,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-1258.9,500,0.3,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.3 -> 200000:0 -> 250000:0.1 -> 300000:0,2026-06-08T13:48:54,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,P0_particle,2,300000,300000,COMPLETED,0.2,-1129.5,447.4,0.4,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.4 -> 300000:0.2,2026-06-08T11:21:20,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-1364.3,500,0.1,100000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-08T17:32:16,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0,-1374.5,500,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-08T18:46:49,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A1_action_std_lam0p001_seed2/sd002_20260610_174334/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A1_action_std_lam0p001_seed2/sd002_20260610_174334/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A1_action_std_lam0p001_seed2/sd002_20260610_174334,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-1684,480.9,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-10T18:58:27,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A2_action_std_lam0p003_seed2/sd002_20260610_185833/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A2_action_std_lam0p003_seed2/sd002_20260610_185833/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_A2_action_std_lam0p003_seed2/sd002_20260610_185833,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.2,-1507.5,482.6,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0.2,2026-06-10T20:13:32,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p0003_seed2/sd002_20260610_151334/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p0003_seed2/sd002_20260610_151334/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p0003_seed2/sd002_20260610_151334,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.1,-1489.6,493,0.4,100000,,,7,1:0 -> 50000:0 -> 100000:0.4 -> 150000:0 -> 200000:0.2 -> 250000:0 -> 300000:0.1,2026-06-10T16:28:20,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed0/sd000_20260614_014306/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed0/sd000_20260614_014306/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed0/sd000_20260614_014306,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,MinimalSB_lam0p001,0,1000000,1000000,COMPLETED,0.4,-1319.6,447.4,0.6,950000,0.6,950000,21,1:0 -> 50000:0.1 -> 100000:0 -> 150000:0.2 -> 200000:0 -> 250000:0.1 -> 300000:0.3 -> 350000:0.4 -> 400000:0.2 -> 450000:0.4 -> 500000:0.3 -> 550000:0.4 -> 600000:0.2 -> 650000:0.2 -> 700000:0.3 -> 750000:0.1 -> 800000:0.1 -> 850000:0.3 -> 900000:0.2 -> 950000:0.6 -> 1000000:0.4,2026-06-14T05:50:10,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed1/sd001_20260614_055017/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed1/sd001_20260614_055017/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed1/sd001_20260614_055017,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,MinimalSB_lam0p001,1,1000000,1000000,COMPLETED,0.1,-1551.6,481.1,0.6,900000,0.6,900000,21,1:0 -> 50000:0 -> 100000:0.2 -> 150000:0.3 -> 200000:0 -> 250000:0.1 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.4 -> 500000:0.2 -> 550000:0.1 -> 600000:0 -> 650000:0.2 -> 700000:0 -> 750000:0.4 -> 800000:0.2 -> 850000:0 -> 900000:0.6 -> 950000:0 -> 1000000:0.1,2026-06-14T09:56:54,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260610_162826/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260610_162826/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260610_162826,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.2,-1495.5,454.2,0.5,250000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0 -> 250000:0.5 -> 300000:0.2,2026-06-10T17:43:29,
