server,source_family,eval_csv,train_csv,command_txt,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,curve_points,trajectory_full,mtime,error
single4090,bestseed,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task5_S1_sb_lam0p001_seed2/sd002_20260607_063032/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task5_S1_sb_lam0p001_seed2/sd002_20260607_063032/train.csv,,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task5_S1_sb_lam0p001_seed2/sd002_20260607_063032,UNKNOWN,UNKNOWN,UNKNOWN,bestseed,5,1000000,1000000,COMPLETED,1,-679.7,235.1,1,1000000,1,1000000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.3 -> 200000:0.1 -> 250000:0.3 -> 300000:0.3 -> 350000:0.5 -> 400000:0.1 -> 450000:0.2 -> 500000:0.3 -> 550000:0.2 -> 600000:0.3 -> 650000:0.5 -> 700000:0.8 -> 750000:0.4 -> 800000:0.5 -> 850000:0.3 -> 900000:0.9 -> 950000:0.8 -> 1000000:1,2026-06-07T10:31:48,
single4090,fullsafe,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed0/sd000_20260525_140611/eval.csv,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed0/sd000_20260525_140611/train.csv,,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed0/sd000_20260525_140611,UNKNOWN,UNKNOWN,UNKNOWN,FullSafe,0,1000000,1000000,COMPLETED,0.2,0.2,888.7,0.2,350000,0.2,800000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0 -> 350000:0.2 -> 400000:0 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0 -> 650000:0.1 -> 700000:0 -> 750000:0 -> 800000:0.2 -> 850000:0.2 -> 900000:0.2 -> 950000:0.1 -> 1000000:0.2,2026-05-25T18:08:09,
single4090,fullsafe,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed1/sd001_20260525_221133/eval.csv,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed1/sd001_20260525_221133/train.csv,,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed1/sd001_20260525_221133,UNKNOWN,UNKNOWN,UNKNOWN,FullSafe,1,1000000,1000000,COMPLETED,0,0,1000,0.2,50000,0.2,650000,21,1:0 -> 50000:0.2 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.1 -> 300000:0 -> 350000:0.1 -> 400000:0.1 -> 450000:0 -> 500000:0.1 -> 550000:0 -> 600000:0.1 -> 650000:0.2 -> 700000:0.1 -> 750000:0 -> 800000:0 -> 850000:0.1 -> 900000:0 -> 950000:0.1 -> 1000000:0,2026-05-26T02:13:35,
single4090,fullsafe,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed2/sd002_20260526_061530/eval.csv,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed2/sd002_20260526_061530/train.csv,,/root/sb-value-flows/exp/pm_medium_1m_methods_4090/M1M_PM_FullSafe_seed2/sd002_20260526_061530,UNKNOWN,UNKNOWN,UNKNOWN,FullSafe,2,1000000,1000000,COMPLETED,0.2,0.2,915.9,0.4,800000,0.4,800000,21,1:0 -> 50000:0.1 -> 100000:0.2 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0.1 -> 350000:0 -> 400000:0.2 -> 450000:0.3 -> 500000:0 -> 550000:0.2 -> 600000:0.1 -> 650000:0.1 -> 700000:0.1 -> 750000:0.1 -> 800000:0.4 -> 850000:0.1 -> 900000:0.2 -> 950000:0.1 -> 1000000:0.2,2026-05-26T10:21:43,
single4090,minimal,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217/eval.csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217/train.csv,,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217,UNKNOWN,UNKNOWN,UNKNOWN,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0,-1253.9,500,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0,2026-06-07T13:26:01,
single4090,minimal,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608/eval.csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608/train.csv,,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608,UNKNOWN,UNKNOWN,UNKNOWN,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-1296.8,500,0.2,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-07T14:39:49,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed0/sd000_20260602_103605/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed0/sd000_20260602_103605/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed0/sd000_20260602_103605,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,0,1000000,1000000,COMPLETED,0.3,-1120.5,453.2,0.7,850000,0.7,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.1 -> 400000:0 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0.1 -> 650000:0 -> 700000:0.4 -> 750000:0 -> 800000:0.2 -> 850000:0.7 -> 900000:0.2 -> 950000:0.5 -> 1000000:0.3,2026-06-02T14:38:16,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed1/sd001_20260602_143822/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed1/sd001_20260602_143822/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed1/sd001_20260602_143822,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,1,1000000,1000000,COMPLETED,0.7,-1076.6,391.3,1,850000,1,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0 -> 500000:0.7 -> 550000:0.3 -> 600000:0.2 -> 650000:0.5 -> 700000:0.5 -> 750000:0.6 -> 800000:0.9 -> 850000:1 -> 900000:0.8 -> 950000:0.7 -> 1000000:0.7,2026-06-02T18:42:55,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed2/sd002_20260602_184301/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed2/sd002_20260602_184301/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/P0_particle_seed2/sd002_20260602_184301,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,2,1000000,1000000,COMPLETED,0.3,-1147.1,460.8,0.6,850000,0.6,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0.1 -> 450000:0.1 -> 500000:0 -> 550000:0.1 -> 600000:0.3 -> 650000:0.1 -> 700000:0.2 -> 750000:0.1 -> 800000:0.3 -> 850000:0.6 -> 900000:0 -> 950000:0.1 -> 1000000:0.3,2026-06-02T22:45:18,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed3/sd003_20260605_061635/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed3/sd003_20260605_061635/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed3/sd003_20260605_061635,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,3,1000000,1000000,COMPLETED,1,-942.4,317.6,1,850000,1,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0.5 -> 550000:0.7 -> 600000:0.7 -> 650000:0.7 -> 700000:0.7 -> 750000:0.6 -> 800000:0.8 -> 850000:1 -> 900000:0.8 -> 950000:0.9 -> 1000000:1,2026-06-05T10:19:55,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed4/sd004_20260605_102001/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed4/sd004_20260605_102001/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed4/sd004_20260605_102001,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,4,1000000,1000000,COMPLETED,0,-1145.2,500,0.3,200000,0.2,750000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0.1 -> 300000:0 -> 350000:0.1 -> 400000:0.1 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0 -> 650000:0 -> 700000:0 -> 750000:0.2 -> 800000:0.1 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0,2026-06-05T14:23:31,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed5/sd005_20260605_142338/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed5/sd005_20260605_142338/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed5/sd005_20260605_142338,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,5,1000000,1000000,COMPLETED,0,-1276.5,500,0.2,750000,0.2,750000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0 -> 550000:0.1 -> 600000:0.1 -> 650000:0 -> 700000:0.1 -> 750000:0.2 -> 800000:0 -> 850000:0.1 -> 900000:0.1 -> 950000:0 -> 1000000:0,2026-06-05T18:26:56,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed6/sd006_20260605_182702/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed6/sd006_20260605_182702/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed6/sd006_20260605_182702,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,6,1000000,1000000,COMPLETED,0.1,-1056.5,475.1,0.2,700000,0.2,700000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0.1 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0 -> 650000:0 -> 700000:0.2 -> 750000:0.1 -> 800000:0 -> 850000:0.2 -> 900000:0.1 -> 950000:0.2 -> 1000000:0.1,2026-06-05T22:30:03,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed7/sd007_20260605_223009/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed7/sd007_20260605_223009/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/P0_particle_seed7/sd007_20260605_223009,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,7,1000000,1000000,COMPLETED,0.5,-1062.3,422.1,0.5,1000000,0.5,1000000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0 -> 500000:0 -> 550000:0.1 -> 600000:0 -> 650000:0.1 -> 700000:0.1 -> 750000:0.2 -> 800000:0.3 -> 850000:0.2 -> 900000:0.2 -> 950000:0.1 -> 1000000:0.5,2026-06-06T02:32:24,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed0/sd000_20260602_224525/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed0/sd000_20260602_224525/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed0/sd000_20260602_224525,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed0,0,1000000,1000000,COMPLETED,0.2,-1154.6,460.2,0.6,700000,0.6,700000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0 -> 500000:0.1 -> 550000:0 -> 600000:0 -> 650000:0.2 -> 700000:0.6 -> 750000:0.1 -> 800000:0.3 -> 850000:0.3 -> 900000:0.3 -> 950000:0.6 -> 1000000:0.2,2026-06-03T02:47:16,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed1/sd001_20260603_024723/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed1/sd001_20260603_024723/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed1/sd001_20260603_024723,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed1,1,1000000,1000000,COMPLETED,1,-939.9,329.2,1,850000,1,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0.4 -> 400000:0 -> 450000:0 -> 500000:0.2 -> 550000:0.2 -> 600000:0.2 -> 650000:0.5 -> 700000:0.7 -> 750000:0.9 -> 800000:0.8 -> 850000:1 -> 900000:1 -> 950000:1 -> 1000000:1,2026-06-03T06:50:44,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed2/sd002_20260603_065051/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed2/sd002_20260603_065051/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_1m_single4090/S1_sb_lam0p001_seed2/sd002_20260603_065051,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed2,2,1000000,1000000,COMPLETED,1,-863.1,308.2,1,900000,1,900000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0.1 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0.2 -> 650000:0.5 -> 700000:0.6 -> 750000:0.4 -> 800000:0.8 -> 850000:0.9 -> 900000:1 -> 950000:1 -> 1000000:1,2026-06-03T10:52:40,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed3/sd003_20260604_100455/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed3/sd003_20260604_100455/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed3/sd003_20260604_100455,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed3,3,1000000,1000000,COMPLETED,1,-819.7,281.4,1,800000,1,800000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0.1 -> 450000:0.3 -> 500000:0.3 -> 550000:0.1 -> 600000:0.2 -> 650000:0.6 -> 700000:0.8 -> 750000:0.8 -> 800000:1 -> 850000:0.9 -> 900000:1 -> 950000:1 -> 1000000:1,2026-06-04T14:05:58,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed4/sd004_20260604_140603/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed4/sd004_20260604_140603/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed4/sd004_20260604_140603,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed4,4,1000000,1000000,COMPLETED,0.2,-1112.3,472.5,0.6,550000,0.6,550000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.2 -> 400000:0.2 -> 450000:0.1 -> 500000:0.4 -> 550000:0.6 -> 600000:0.3 -> 650000:0.3 -> 700000:0.4 -> 750000:0.2 -> 800000:0.2 -> 850000:0.1 -> 900000:0.1 -> 950000:0.1 -> 1000000:0.2,2026-06-04T18:08:35,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed5/sd005_20260604_180842/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed5/sd005_20260604_180842/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed5/sd005_20260604_180842,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed5,5,1000000,1000000,COMPLETED,1,-865.4,289.4,1,1000000,1,1000000,21,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.1 -> 400000:0.1 -> 450000:0 -> 500000:0.2 -> 550000:0.1 -> 600000:0.6 -> 650000:0.5 -> 700000:0.4 -> 750000:0.7 -> 800000:0.8 -> 850000:0.8 -> 900000:0.6 -> 950000:0.7 -> 1000000:1,2026-06-04T22:11:11,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed6/sd006_20260604_221117/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed6/sd006_20260604_221117/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed6/sd006_20260604_221117,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed6,6,1000000,1000000,COMPLETED,0.1,-1115.6,476.2,0.2,350000,0.2,600000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.2 -> 400000:0.1 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0.2 -> 650000:0.2 -> 700000:0.1 -> 750000:0.1 -> 800000:0 -> 850000:0.2 -> 900000:0.1 -> 950000:0.1 -> 1000000:0.1,2026-06-05T02:13:46,
single4090,minimal,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed7/sd007_20260605_021352/eval.csv,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed7/sd007_20260605_021352/train.csv,,/root/sb-value-flows/exp/minimal_sb_puzzle3x3_push_single4090/S1_sb_lam0p001_seed7/sd007_20260605_021352,UNKNOWN,UNKNOWN,UNKNOWN,S1_sb_lam0p001_seed7,7,1000000,1000000,COMPLETED,0.2,-1111.5,473.1,0.2,900000,0.2,900000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0.1 -> 550000:0 -> 600000:0 -> 650000:0 -> 700000:0 -> 750000:0 -> 800000:0.1 -> 850000:0 -> 900000:0.2 -> 950000:0 -> 1000000:0.2,2026-06-05T06:16:29,
single4090,puzzle3x3,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_P0_seed2/sd002_20260607_105834/eval.csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_P0_seed2/sd002_20260607_105834/train.csv,,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_P0_seed2/sd002_20260607_105834,UNKNOWN,UNKNOWN,UNKNOWN,screen300k_P0_seed2,2,300000,300000,COMPLETED,0,-1435,500,0.1,100000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-07T12:12:10,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V0_light_default_seed0/sd000_20260530_130211/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V0_light_default_seed0/sd000_20260530_130211/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V0_light_default_seed0/sd000_20260530_130211,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V0_light_default_seed0,0,300000,300000,COMPLETED,0.6,-1543.4,364.8,0.6,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0.1 -> 250000:0.4 -> 300000:0.6,2026-05-30T14:18:38,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V1_actor_0p003_seed0/sd000_20260530_141848/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V1_actor_0p003_seed0/sd000_20260530_141848/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V1_actor_0p003_seed0/sd000_20260530_141848,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V1_actor_0p003_seed0,0,300000,300000,COMPLETED,0.4,-1852.9,410.3,0.4,300000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.1 -> 200000:0.2 -> 250000:0.2 -> 300000:0.4,2026-05-30T15:35:49,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V2_actor_0p0_seed0/sd000_20260530_153559/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V2_actor_0p0_seed0/sd000_20260530_153559/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V2_actor_0p0_seed0/sd000_20260530_153559,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V2_actor_0p0_seed0,0,300000,300000,COMPLETED,0.3,-2032.7,459.4,0.3,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0.2 -> 300000:0.3,2026-05-30T16:53:40,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V3_energy_0p001_seed0/sd000_20260530_165349/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V3_energy_0p001_seed0/sd000_20260530_165349/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V3_energy_0p001_seed0/sd000_20260530_165349,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V3_energy_0p001_seed0,0,300000,300000,COMPLETED,0.2,-1910.5,460.7,0.3,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0.3 -> 300000:0.2,2026-05-30T18:10:34,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V4_no_energy_rel_seed0/sd000_20260530_181043/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V4_no_energy_rel_seed0/sd000_20260530_181043/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V4_no_energy_rel_seed0/sd000_20260530_181043,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V4_no_energy_rel_seed0,0,300000,300000,COMPLETED,0.1,-2118,468.7,0.2,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0.1 -> 300000:0.1,2026-05-30T19:26:08,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V6_temp_0p5_seed0/sd000_20260530_204055/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V6_temp_0p5_seed0/sd000_20260530_204055/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V6_temp_0p5_seed0/sd000_20260530_204055,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V6_temp_0p5_seed0,0,300000,300000,COMPLETED,0,-1956,500,0.2,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0 -> 300000:0,2026-05-30T21:56:12,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V7_temp_0p1_seed0/sd000_20260530_215618/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V7_temp_0p1_seed0/sd000_20260530_215618/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V7_temp_0p1_seed0/sd000_20260530_215618,UNKNOWN,UNKNOWN,UNKNOWN,stageA_V7_temp_0p1_seed0,0,300000,300000,COMPLETED,0.2,-1881.6,451.4,0.5,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.3 -> 250000:0.5 -> 300000:0.2,2026-05-30T23:11:07,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W0_current_seed0/sd000_20260531_235504/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W0_current_seed0/sd000_20260531_235504/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W0_current_seed0/sd000_20260531_235504,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W0_current_seed0,0,300000,300000,COMPLETED,0.3,-1873,424.7,0.4,200000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.1 -> 200000:0.4 -> 250000:0.3 -> 300000:0.3,2026-06-01T01:09:40,
