env,config,seed,target_steps,returncode,status,final_step,final_success,final_return,final_length,best_success,best_step,peak_after_500k,peak_after_500k_step,drop_from_best,final_best_ratio,eval_csv,train_csv
visual-antmaze-medium-navigate-singletask-task2-v0,R2_stable_strong,2,1000000,0,COMPLETED,1000000,0.4,-848.28,848.68,0.74,300000,0.56,600000,-0.33999999999999997,0.5405405405405406,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8_1_strong_4090d/exp/visual_medium_task2_R2_stable_strong_seed2_1m/visual_medium_task2_R2_stable_strong_seed2_1m/sd002_20260617_230839/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8_1_strong_4090d/exp/visual_medium_task2_R2_stable_strong_seed2_1m/visual_medium_task2_R2_stable_strong_seed2_1m/sd002_20260617_230839/train.csv
