run_id,server,machine_tag,root_path,eval_csv,train_csv,command_txt,domain,task_id,env,config_name,method_group,seed,target_steps,final_step,status,final_success,final_return,final_length,best_peak_success,best_peak_step,best_peak_return,best_peak_length,peak_after_500k_success,peak_after_500k_step,drop_final_from_peak,trajectory_short,has_train_csv,has_command_txt,has_checkpoint,notes,source_kind,source_file
single4090__audit__cube-double-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000__sd002_20260609_131645,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p0003_seed2/sd002_20260609_131645/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p0003_seed2/sd002_20260609_131645/train.csv,,cube-double-play,task3,cube-double-play-singletask-task3-v0,MinimalSB_lam0p0003,MinimalSB,2,300000,300000,completed_300k,0.4,-645.7,398.0,0.4,300000,-645.7,398.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.4,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p0003_seed2/sd002_20260609_131645/eval.csv
single4090__audit__cube-double-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000__sd002_20260609_142949,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949/train.csv,,cube-double-play,task3,cube-double-play-singletask-task3-v0,MinimalSB_lam0p001,MinimalSB,2,300000,300000,completed_300k,0.4,-680.0,379.1,0.4,300000,-680.0,379.1,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.4,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949/eval.csv
single4090__audit__cube-double-play-singletask-task3-v0__P0_particle__seed2__300000__sd002_20260609_120343,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343/train.csv,,cube-double-play,task3,cube-double-play-singletask-task3-v0,P0_particle,P0,2,300000,300000,completed_300k,0.1,-877.5,465.4,0.2,250000,-775.0,440.9,,,-0.1,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343/eval.csv
single4090__audit__cube-double-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260609_181003,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/train.csv,,cube-double-play,task3,cube-double-play-singletask-task3-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.3,-784.6,408.1,0.3,200000,-768.9,401.9,,,0.0,1:0 -> 100k:0 -> 200k:0.3 -> 300k:0.3,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/eval.csv
single4090__audit__cube-double-play-singletask-task3-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000__sd002_20260609_192330,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/train.csv,,cube-double-play,task3,cube-double-play-singletask-task3-v0,R3_residual_disagree_typicality_lam0p001,R3,2,300000,300000,completed_300k,0.2,-763.6,430.9,0.2,300000,-763.6,430.9,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.2,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__A1_action_std_lam0p001__seed0__1000000__sd000_20260613_093038,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,A1_action_std_lam0p001,A1,0,1000000,1000000,completed_1m,0.4,-773.5,441.2,0.5,500000,-684.6,412.6,0.5,500000,-0.09999999999999998,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0.2 -> 400k:0 -> 500k:0.5 -> 600k:0 -> 700k:0.3 -> 800k:0.1 -> 900k:0.1 -> 1000k:0.4,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed0/sd000_20260613_093038/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__A1_action_std_lam0p001__seed1__1000000__sd001_20260613_133019,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,A1_action_std_lam0p001,A1,1,1000000,1000000,completed_1m,0.3,-787.4,440.1,0.4,650000,-706.0,407.9,0.4,650000,-0.10000000000000003,1:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.3 -> 500k:0.2 -> 600k:0.3 -> 700k:0.2 -> 800k:0.3 -> 900k:0.1 -> 1000k:0.3,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seedext_1m_cube_double_task4_A1_action_std_lam0p001_seed1/sd001_20260613_133019/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260610_001658,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.3,-818.7,443.3,0.3,300000,-818.7,443.3,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.3,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__A1_action_std_lam0p001__seed2__1000000__sd002_20260613_053127,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,A1_action_std_lam0p001,A1,2,1000000,1000000,completed_1m,0.5,-664.1,394.8,0.7,800000,-714.2,401.6,0.7,800000,-0.19999999999999996,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.2 -> 500k:0.1 -> 600k:0.3 -> 700k:0.5 -> 800k:0.7 -> 900k:0.1 -> 1000k:0.5,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260613_053127/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260610_013010,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.2,-883.8,470.7,0.2,300000,-883.8,470.7,,,0.0,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0.2,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__MinimalSB_lam0p0003__seed2__300000__sd002_20260609_215014,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p0003,MinimalSB,2,300000,300000,completed_300k,0.0,-976.5,500.0,0.0,1,-1000.0,500.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__MinimalSB_lam0p001__seed2__300000__sd002_20260609_230316,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,MinimalSB_lam0p001,MinimalSB,2,300000,300000,completed_300k,0.1,-961.1,491.1,0.1,300000,-961.1,491.1,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__P0_particle__seed2__300000__sd002_20260609_203700,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,P0_particle,P0,2,300000,300000,completed_300k,0.1,-850.2,498.2,0.1,150000,-958.6,494.4,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260610_024319,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.1,-902.5,487.2,0.1,200000,-930.3,469.1,,,0.0,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv
single4090__audit__cube-double-play-singletask-task4-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000__sd002_20260610_035647,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/train.csv,,cube-double-play,task4,cube-double-play-singletask-task4-v0,R3_residual_disagree_typicality_lam0p001,R3,2,300000,300000,completed_300k,0.1,-857.5,474.6,0.1,300000,-857.5,474.6,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv
single4090__audit__cube-double-play-singletask-task5-v0__P0_particle__seed2__300000__sd002_20260621_141124,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/train.csv,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/command.txt,cube-double-play,task5,cube-double-play-singletask-task5-v0,P0_particle,P0,2,300000,300000,completed_300k,0.5,-558.8,376.6,0.5,250000,-613.5,386.1,,,0.0,1:0 -> 100k:0 -> 200k:0.3 -> 300k:0.5,True,True,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_25task_goal_single4090/exp/state25_300k_coverage_cube_double_task5_P0_particle_seed2/sd002_20260621_141124/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__ActorGeo__seed0__1000000__sd000_20260527_194651,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,ActorGeo,0,1000000,1000000,completed_1m,0.6,-540.1,540.7,0.9,850000,-419.4,420.3,0.9,850000,-0.30000000000000004,1:0 -> 100k:0.2 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0.1 -> 600k:0.2 -> 700k:0.5 -> 800k:0.8 -> 900k:0.7 -> 1000k:0.6,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__ActorGeo__seed1__1000000__sd001_20260527_235654,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,ActorGeo,1,1000000,1000000,completed_1m,0.6,-693.9,694.5,0.9,850000,-357.8,358.7,0.9,850000,-0.30000000000000004,1:0 -> 100k:0.1 -> 200k:0.4 -> 300k:0.2 -> 400k:0 -> 500k:0.2 -> 600k:0.6 -> 700k:0.2 -> 800k:0.5 -> 900k:0.6 -> 1000k:0.6,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__ActorGeo__seed2__1000000__sd002_20260528_040416,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,ActorGeo,ActorGeo,2,1000000,1000000,completed_1m,0.4,-795.2,795.6,0.8,500000,-388.7,389.5,0.8,500000,-0.4,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.4 -> 500k:0.8 -> 600k:0.2 -> 700k:0.5 -> 800k:0.8 -> 900k:0.8 -> 1000k:0.4,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__FullSafe__seed0__1000000__sd000_20260526_230623,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,FullSafe,FullSafe,0,1000000,1000000,completed_1m,0.0,-1248.7,1000.0,0.8,850000,-571.5,572.3,0.8,850000,-0.8,1:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0.2 -> 800k:0.3 -> 900k:0.1 -> 1000k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__FullSafe__seed1__1000000__sd001_20260527_031556,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,FullSafe,FullSafe,1,1000000,1000000,completed_1m,0.3,-884.4,837.3,0.7,250000,-684.4,685.1,0.7,900000,-0.39999999999999997,1:0 -> 100k:0.2 -> 200k:0.2 -> 300k:0.3 -> 400k:0.5 -> 500k:0.3 -> 600k:0.3 -> 700k:0.2 -> 800k:0.6 -> 900k:0.7 -> 1000k:0.3,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556/eval.csv
single4090__audit__cube-triple-play-singletask-task1-v0__FullSafe__seed2__1000000__sd002_20260527_072316,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316/train.csv,,cube-triple-play,task1,cube-triple-play-singletask-task1-v0,FullSafe,FullSafe,2,1000000,1000000,completed_1m,0.5,-779.4,763.7,0.9,850000,-358.5,359.4,0.9,850000,-0.4,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0 -> 500k:0.4 -> 600k:0.5 -> 700k:0.5 -> 800k:0.7 -> 900k:0.7 -> 1000k:0.5,True,False,False,,eval_csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316/eval.csv
single4090__audit__cube-triple-play-singletask-task2-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260619_173909,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A1_action_std_lam0p001_seed2/sd002_20260619_173909/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A1_action_std_lam0p001_seed2/sd002_20260619_173909/train.csv,,cube-triple-play,task2,cube-triple-play-singletask-task2-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A1_action_std_lam0p001_seed2/sd002_20260619_173909/eval.csv
single4090__audit__cube-triple-play-singletask-task2-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260619_185645,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A2_action_std_lam0p003_seed2/sd002_20260619_185645/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A2_action_std_lam0p003_seed2/sd002_20260619_185645/train.csv,,cube-triple-play,task2,cube-triple-play-singletask-task2-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_A2_action_std_lam0p003_seed2/sd002_20260619_185645/eval.csv
single4090__audit__cube-triple-play-singletask-task2-v0__P0_particle__seed2__300000__sd002_20260619_213021,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_P0_particle_seed2/sd002_20260619_213021/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_P0_particle_seed2/sd002_20260619_213021/train.csv,,cube-triple-play,task2,cube-triple-play-singletask-task2-v0,P0_particle,P0,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_P0_particle_seed2/sd002_20260619_213021/eval.csv
single4090__audit__cube-triple-play-singletask-task2-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260619_201319,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260619_201319/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260619_201319/train.csv,,cube-triple-play,task2,cube-triple-play-singletask-task2-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260619_201319/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260620_085857,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260620_085857/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260620_085857/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.0,-2855.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260620_085857/eval.csv
