run_id,server,machine_tag,modality,stage,protocol,env,domain,task_id,method_group,config_name,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,valueflow_success_mean,delta_vs_valueflow,eval_csv,train_csv,command_txt,run_dir,output_base,local_backup_path,git_branch,git_head,timestamp_start,timestamp_update,notes
single4090__stageA_300k__cube-double-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task3-v0,cube-double-play,task3,MinimalSB,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.4,-680,379.1,0.4,300000,,,0.73,-0.33,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_MinimalSB_lam0p001_seed2/sd002_20260609_142949,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 14:29:49,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task3-v0__P0_particle__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task3-v0,cube-double-play,task3,P0,P0_particle,2,300000,300000,COMPLETED,0.1,-877.5,465.4,0.2,250000,,,0.73,-0.63,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_P0_particle_seed2/sd002_20260609_120343,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 12:03:43,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task3-v0,cube-double-play,task3,R2_residual_disagree,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.3,-784.6,408.1,0.3,200000,,,0.73,-0.43,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260609_181003,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 18:10:03,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task3-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task3-v0,cube-double-play,task3,R3_residual_disagree_typicality,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.2,-763.6,430.9,0.2,300000,,,0.73,-0.53,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_192330,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 19:23:30,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-818.7,443.3,0.3,300000,,,0.3,0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A1_action_std_lam0p001_seed2/sd002_20260610_001658,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-10 00:16:58,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__A2_action_std_lam0p003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,A2_action_std,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.2,-883.8,470.7,0.2,300000,,,0.3,-0.1,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_A2_action_std_lam0p003_seed2/sd002_20260610_013010,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-10 01:30:10,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__MinimalSB_lam0p0003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,MinimalSB,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0,-976.5,500,0,1,,,0.3,-0.3,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p0003_seed2/sd002_20260609_215014,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 21:50:14,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__MinimalSB_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,MinimalSB,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.1,-961.1,491.1,0.1,300000,,,0.3,-0.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_MinimalSB_lam0p001_seed2/sd002_20260609_230316,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 23:03:16,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__P0_particle__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,P0,P0_particle,2,300000,300000,COMPLETED,0.1,-850.2,498.2,0.1,150000,,,0.3,-0.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_P0_particle_seed2/sd002_20260609_203700,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-09 20:37:00,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__R2_residual_disagree_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,R2_residual_disagree,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.1,-902.5,487.2,0.1,200000,,,0.3,-0.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260610_024319,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-10 02:43:19,2026-06-16 09:36:23,
single4090__stageA_300k__cube-double-play-singletask-task4-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-double-play-singletask-task4-v0,cube-double-play,task4,R3_residual_disagree_typicality,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.1,-857.5,474.6,0.1,300000,,,0.3,-0.2,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_035647,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-10 03:56:47,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-2240.2,956.5,0.1,300000,,,0.07,0.03,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 11:17:42,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,A2_action_std,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0,-2634.4,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 12:33:19,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,MinimalSB,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0,-2478.6,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 08:46:32,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,MinimalSB,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-2384,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 10:01:56,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__P0_particle__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,P0,P0_particle,2,300000,300000,COMPLETED,0,-2726.4,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 07:30:57,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,R2_residual_disagree,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-2745,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 13:49:56,2026-06-16 09:36:23,
single4090__stageA_300k__cube-triple-play-singletask-task3-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,cube-triple-play-singletask-task3-v0,cube-triple-play,task3,R3_residual_disagree_typicality,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0,-2727.6,1000,0,1,,,0.07,-0.07,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-11 15:07:01,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1298.3,500,0.1,200000,,,0.97,-0.97,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 13:49:00,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,A2_action_std,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.1,-1326.9,472.2,0.1,200000,,,0.97,-0.87,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 15:03:45,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,MinimalSB,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.1,-1221.1,479.2,0.2,150000,,,0.97,-0.87,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 11:21:26,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,MinimalSB,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-1258.9,500,0.3,150000,,,0.97,-0.97,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 12:35:22,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__P0_particle__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,P0,P0_particle,2,300000,300000,COMPLETED,0.2,-1129.5,447.4,0.4,250000,,,0.97,-0.77,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_P0_particle_seed2/sd002_20260608_100720,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 10:07:20,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,R2_residual_disagree,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-1364.3,500,0.1,100000,,,0.97,-0.97,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260608_161801,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 16:18:01,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-3x3-play-singletask-task3-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000,single4090,seeta-codex,state,stageA_300k,300k_screening,puzzle-3x3-play-singletask-task3-v0,puzzle-3x3-play,task3,R3_residual_disagree_typicality,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0,-1374.5,500,0,1,,,0.97,-0.97,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260608_173222,/root/sb-value-flows/exp/bad_task_repair_single4090,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-08 17:32:22,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-4x4-play-singletask-task1-v0__A1_action_std_lam0p001__seed2__300000,single4090,single4090-selective,state,stageA_300k,300k_screening,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.4,-2092.9,407.1,0.4,250000,,,0.36,0.04,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-15 20:11:19,2026-06-16 09:36:23,
single4090__stageA_300k__puzzle-4x4-play-singletask-task1-v0__A2_action_std_lam0p003__seed2__300000,single4090,single4090-selective,state,stageA_300k,300k_screening,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,A2_action_std,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.5,-2013.6,391.7,0.5,300000,,,0.36,0.14,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp,,results/historical-inventory-single4090,9f8221ec52eacf8a7d1f0d1efd8f9ee2d01b4e74,2026-06-15 21:26:15,2026-06-16 09:36:23,
