env,config,seed,target_steps,status,final_step,final_success,best_success,best_step,peak_after_500k,peak_after_500k_step,drop_from_best,eval_csv,train_csv
visual-antmaze-medium-navigate-singletask-task2-v0,R2_stable,2,1000000,COMPLETED,1000000,0.26,0.74,100000,0.56,500000,-0.48,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8_task2_diagnostic/exp/visual_stable_v8_task2_R2_stable_seed2_1m/visual_stable_v8_task2_R2_stable_seed2_1m/sd002_20260616_162650/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8_task2_diagnostic/exp/visual_stable_v8_task2_R2_stable_seed2_1m/visual_stable_v8_task2_R2_stable_seed2_1m/sd002_20260616_162650/train.csv
