run_id,server,root_path,eval_csv,train_csv,command_txt,visual_domain,task_id,env,config_name,method_group,seed,target_steps,final_step,status,final_success,final_return,final_length,best_peak_success,best_peak_step,best_peak_return,best_peak_length,peak_after_500k_success,peak_after_500k_step,drop_final_from_peak,trajectory_short,has_checkpoint,checkpoint_count,has_best_checkpoint,has_final_checkpoint,latest_stable_diagnostics,notes,mtime
sual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000_stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_161757/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_161757/train.csv,,visual-scene-play,task1,visual-scene-play-singletask-task1-v0,R2,v6,2,300000,300000,completed_300k,1.0,-527.2,371.9,1.0,200000,-316.5,240.0,nan,nan,0.0,1:0 -> 100k:0.4 -> 200k:1 -> 300k:1,False,0,False,False,training/actor/actor_disagree=1.38752; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.51174; training/critic/pm/base_weight_max=0.620262; training/critic/pm/disagree_mean=0.669533; training/critic/pm/disagree_std=1.06877; training/critic/pm/energy_for_reliability=4907.15; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.51174; training/critic/pm/ess_max=3.51737; training/critic/pm/ess_min=2.15516; training/critic/pm/ess_penalty=0.618706; training/critic/pm/flow_residual_mean=1118.79; training/critic/pm/flow_residual_std=2001.19; training/critic/pm/projected_ess=2.51174; training/critic/pm/projected_weight_max=0.619688; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.51174; training/critic/pm/reliability_mean=1072.13; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=6033.75; training/critic/pm/reliability_weight_max=0.508226; training/critic/pm/weight_max=0.619688; validation/actor/actor_disagree=1.51902; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.46701; validation/critic/pm/base_weight_max=0.618587; validation/critic/pm/disagree_mean=0.847028; validation/critic/pm/disagree_std=2.21297; validation/critic/pm/energy_for_reliability=4600.65; validation/critic/pm/energy_reliability_is_residual=0; validation/critic/pm/ess=2.46703; validation/critic/pm/ess_max=3.87223; validation/critic/pm/ess_min=2.16291; validation/critic/pm/ess_penalty=0.644475; validation/critic/pm/flow_residual_mean=1384.87; validation/critic/pm/flow_residual_std=1850.09; validation/critic/pm/projected_ess=2.46703; validation/critic/pm/projected_weight_max=0.618736; validation/critic/pm/rel_weight_max=1,,2026-06-10T17:37:20
_bigtable_4090d_v6_exp_stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000_stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_161756/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_161756/train.csv,,visual-scene-play,task1,visual-scene-play-singletask-task1-v0,A1,v6,2,300000,300000,completed_300k,0.8,-755.3,537.7,0.9,200000,-277.5,188.1,nan,nan,-0.09999999999999998,1:0 -> 100k:0.8 -> 200k:0.9 -> 300k:0.8,False,0,False,False,training/actor/actor_disagree=1.58215; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.45783; training/critic/pm/base_weight_max=0.618039; training/critic/pm/disagree_mean=0; training/critic/pm/disagree_std=0; training/critic/pm/energy_for_reliability=4644.99; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.45798; training/critic/pm/ess_max=3.95438; training/critic/pm/ess_min=2.14664; training/critic/pm/ess_penalty=0.65315; training/critic/pm/flow_residual_mean=0; training/critic/pm/flow_residual_std=0; training/critic/pm/projected_ess=2.45798; training/critic/pm/projected_weight_max=0.617811; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.45798; training/critic/pm/reliability_mean=449.141; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=402.967; training/critic/pm/reliability_weight_max=0.508919; training/critic/pm/weight_max=0.617811; validation/actor/actor_disagree=1.56981; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.44243; validation/critic/pm/base_weight_max=0.613299; validation/critic/pm/disagree_mean=0; validation/critic/pm/disagree_std=0; validation/critic/pm/energy_for_reliability=4185.18; validation/critic/pm/energy_reliability_is_residual=0; validation/critic/pm/ess=2.44237; validation/critic/pm/ess_max=3.01857; validation/critic/pm/ess_min=2.14976; validation/critic/pm/ess_penalty=0.654897; validation/critic/pm/flow_residual_mean=0; validation/critic/pm/flow_residual_std=0; validation/critic/pm/projected_ess=2.44237; validation/critic/pm/projected_weight_max=0.613081; validation/critic/pm/rel_weight_max=1,,2026-06-10T17:35:40
dual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10_domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/train.csv,,visual-antmaze-medium-navigate,task4,visual-antmaze-medium-navigate-singletask-task4-v0,R2,v7,2,1000000,1000000,completed_1m,0.4,-883.84,884.24,0.86,100000,-599.58,600.44,0.4,1000000,-0.45999999999999996,1:0 -> 100k:0.86 -> 200k:0.84 -> 300k:0.66 -> 400k:0.36 -> 500k:0.38 -> 600k:0.22 -> 700k:0.3 -> 800k:0.22 -> 900k:0.22 -> 1M:0.4,False,0,False,False,training/actor/actor_disagree=0.770399; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.47374; training/critic/pm/base_weight_max=0.617799; training/critic/pm/disagree_mean=0.327216; training/critic/pm/disagree_std=0.923598; training/critic/pm/energy_for_reliability=1479.11; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.47378; training/critic/pm/ess_max=3.99135; training/critic/pm/ess_min=2.15169; training/critic/pm/ess_penalty=0.643013; training/critic/pm/flow_residual_mean=452.223; training/critic/pm/flow_residual_std=549.174; training/critic/pm/projected_ess=2.47378; training/critic/pm/projected_weight_max=0.618095; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.47378; training/critic/pm/reliability_mean=9915.99; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=54735.1; training/critic/pm/reliability_weight_max=0.510519; training/critic/pm/weight_max=0.618095; validation/actor/actor_disagree=1.05438; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.43471; validation/critic/pm/base_weight_max=0.618931; validation/critic/pm/disagree_mean=1.27992; validation/critic/pm/disagree_std=4.62696; validation/critic/pm/energy_for_reliability=1325.45; validation/critic/pm/energy_reliability_is_residual=0; validation/critic/pm/ess=2.43477; validation/critic/pm/ess_max=3.87932; validation/critic/pm/ess_min=2.14349; validation/critic/pm/ess_penalty=0.665347; validation/critic/pm/flow_residual_mean=352.455; validation/critic/pm/flow_residual_std=421.673; validation/critic/pm/projected_ess=2.43477; validation/critic/pm/projected_weight_max=0.618812; validation/critic/pm/rel_weight_max=1,collapse,2026-06-14T13:53:50
visual_stable_v8p1_repair_4090d_exp_visual_stable_v8p1_task4_R2retentionRepair_seed2_visual_stable_v8p1_task4_R2retentionRepair_seed2,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_repair_4090d/exp/visual_stable_v8p1_task4_R2retentionRepair_seed2/visual_stable_v8p1_task4_R2retentionRepair_seed2,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_repair_4090d/exp/visual_stable_v8p1_task4_R2retentionRepair_seed2/visual_stable_v8p1_task4_R2retentionRepair_seed2/sd002_20260623_093626/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_repair_4090d/exp/visual_stable_v8p1_task4_R2retentionRepair_seed2/visual_stable_v8p1_task4_R2retentionRepair_seed2/sd002_20260623_093626/train.csv,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_repair_4090d/logs/visual_stable_v8p1_task4_R2retentionRepair_seed2/command.txt,visual-antmaze-medium-navigate,task4,visual-antmaze-medium-navigate-singletask-task4-v0,R2_retention_repair,v8p1,2,1000000,1000000,completed_1m,0.5,-816.84,817.34,0.86,100000,-610.64,611.5,0.56,500000,-0.36,1:0 -> 100k:0.86 -> 200k:0.58 -> 300k:0.6 -> 400k:0.56 -> 500k:0.56 -> 600k:0.36 -> 700k:0.38 -> 800k:0.46 -> 900k:0.52 -> 1M:0.5,True,28,True,True,training/actor/actor_anchor_gate=1; training/actor/actor_anchor_loss=1.59197; training/actor/actor_disagree=1.17464; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.47352; training/critic/pm/base_weight_max=0.617063; training/critic/pm/disagree_mean=0.30948; training/critic/pm/disagree_std=0.908631; training/critic/pm/energy_for_reliability=2180.19; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=3.45915; training/critic/pm/ess_max=3.99999; training/critic/pm/ess_min=2.91737; training/critic/pm/ess_penalty=0.171416; training/critic/pm/flow_residual_mean=689.834; training/critic/pm/flow_residual_std=723.941; training/critic/pm/projected_ess=3.45915; training/critic/pm/projected_weight_max=0.486177; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=3.45915; training/critic/pm/reliability_mean=24386.6; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=301900; training/critic/pm/reliability_weight_max=0.369176; training/critic/pm/weight_max=0.486177; training/critic/stable/sb_weight_max=0.486177; training/critic/stable/sb_weight_mean=0.25; training/critic/stable/sb_weight_std=0.103506; training/critic/stable/sb_weight_top10_mass=0.999999; training/stable/actor_lr=4.5e-06; training/stable/critic_lr=1.8e-05; training/stable/encoder_frozen=1; training/visual_stable/actor_lr_mult=0.015; training/visual_stable/critic_lr_mult=0.06; training/visual_stable/target_tau=0.005; validation/actor/actor_anchor_gate=0; validation/actor/actor_anchor_loss=1.51222; validation/actor/actor_disagree=1.65558; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.41701,collapse,2026-06-24T11:23:53
visual_main_peak_coverage_4090d_exp_visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840_visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_main_peak_coverage_4090d/exp/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840,/root/autodl-tmp/sb-value-flows-runs/visual_main_peak_coverage_4090d/exp/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/sd002_20260625_191846/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_main_peak_coverage_4090d/exp/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/sd002_20260625_191846/train.csv,/root/autodl-tmp/sb-value-flows-runs/visual_main_peak_coverage_4090d/logs/visual-puzzle-3x3-play_task1_R2stableStrong_peak500k_seed2_20260625_191840/command.txt,visual-puzzle-3x3-play,task1,visual-puzzle-3x3-play-singletask-task1-v0,R2_stable_strong,v8p1,2,500000,300000,partial,0.82,-409.52,150.62,0.86,250000,-445.12,129.64,nan,nan,-0.040000000000000036,1:0 -> 100k:0.62 -> 200k:0.66 -> 300k:0.82,True,24,True,False,training/actor/actor_anchor_gate=1; training/actor/actor_anchor_loss=1.22968; training/actor/actor_disagree=2.79527; training/actor/actor_disagree_penalty=1; training/critic/pm/base_ess=2.50922; training/critic/pm/base_weight_max=0.619905; training/critic/pm/disagree_mean=2.2234; training/critic/pm/disagree_std=5.16963; training/critic/pm/energy_for_reliability=6325.31; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.96886; training/critic/pm/ess_max=3.99999; training/critic/pm/ess_min=2.56591; training/critic/pm/ess_penalty=0.367349; training/critic/pm/flow_residual_mean=1714.5; training/critic/pm/flow_residual_std=2011.92; training/critic/pm/projected_ess=2.96886; training/critic/pm/projected_weight_max=0.533612; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.96886; training/critic/pm/reliability_mean=1307.28; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=8909.76; training/critic/pm/reliability_weight_max=0.444549; training/critic/pm/weight_max=0.533612; training/critic/stable/sb_weight_max=0.533612; training/critic/stable/sb_weight_mean=0.25; training/critic/stable/sb_weight_std=0.151523; training/critic/stable/sb_weight_top10_mass=0.999999; training/stable/actor_lr=2.7e-05; training/stable/critic_lr=7.5e-05; training/stable/encoder_frozen=1; training/visual_stable/actor_lr_mult=0.09; training/visual_stable/critic_lr_mult=0.25; training/visual_stable/target_tau=0.005; validation/actor/actor_anchor_gate=0; validation/actor/actor_anchor_loss=1.21765; validation/actor/actor_disagree=3.67293; validation/actor/actor_disagree_penalty=1; validation/critic/pm/base_ess=2.49072,partial_not_final,2026-06-26T05:00:33
dual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10_domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/train.csv,,visual-antmaze-medium-navigate,task2,visual-antmaze-medium-navigate-singletask-task2-v0,R2,v7,2,1000000,1000000,completed_1m,0.02,-991.98,992.0,0.82,200000,-598.36,599.18,0.24,700000,-0.7999999999999999,1:0 -> 100k:0.48 -> 200k:0.82 -> 300k:0.6 -> 400k:0.22 -> 500k:0.2 -> 600k:0.18 -> 700k:0.24 -> 800k:0.18 -> 900k:0.06 -> 1M:0.02,False,0,False,False,training/actor/actor_disagree=0.684308; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.45285; training/critic/pm/base_weight_max=0.619496; training/critic/pm/disagree_mean=0.155035; training/critic/pm/disagree_std=0.334461; training/critic/pm/energy_for_reliability=1166.73; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.45278; training/critic/pm/ess_max=3.84438; training/critic/pm/ess_min=2.14685; training/critic/pm/ess_penalty=0.655029; training/critic/pm/flow_residual_mean=357.562; training/critic/pm/flow_residual_std=469.914; training/critic/pm/projected_ess=2.45278; training/critic/pm/projected_weight_max=0.619745; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.45278; training/critic/pm/reliability_mean=9784.29; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=99049; training/critic/pm/reliability_weight_max=0.515653; training/critic/pm/weight_max=0.619745; validation/actor/actor_disagree=1.01717; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.49091; validation/critic/pm/base_weight_max=0.618958; validation/critic/pm/disagree_mean=2.03449; validation/critic/pm/disagree_std=17.7696; validation/critic/pm/energy_for_reliability=954.047; validation/critic/pm/energy_reliability_is_residual=0; validation/critic/pm/ess=2.49097; validation/critic/pm/ess_max=3.88299; validation/critic/pm/ess_min=2.14603; validation/critic/pm/ess_penalty=0.633806; validation/critic/pm/flow_residual_mean=260.772; validation/critic/pm/flow_residual_std=277.711; validation/critic/pm/projected_ess=2.49097; validation/critic/pm/projected_weight_max=0.619295; validation/critic/pm/rel_weight_max=1,collapse;severe_collapse,2026-06-13T11:17:52
visual_stable_v8p1_task4_R2stableStrong_seed2_4090d_exp_visual_medium_task4_R2_stable_strong_seed2_1m_visual_medium_task4_R2_stable_strong_seed2_1m,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_task4_R2stableStrong_seed2_4090d/exp/visual_medium_task4_R2_stable_strong_seed2_1m/visual_medium_task4_R2_stable_strong_seed2_1m,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_task4_R2stableStrong_seed2_4090d/exp/visual_medium_task4_R2_stable_strong_seed2_1m/visual_medium_task4_R2_stable_strong_seed2_1m/sd002_20260619_121638/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_stable_v8p1_task4_R2stableStrong_seed2_4090d/exp/visual_medium_task4_R2_stable_strong_seed2_1m/visual_medium_task4_R2_stable_strong_seed2_1m/sd002_20260619_121638/train.csv,,visual-antmaze-medium-navigate,task4,visual-antmaze-medium-navigate-singletask-task4-v0,R2_stable_strong,v8p1,2,1000000,1000000,completed_1m,0.34,-866.48,866.82,0.82,100000,-628.96,629.78,0.46,900000,-0.4799999999999999,1:0 -> 100k:0.82 -> 200k:0.24 -> 300k:0.48 -> 400k:0.58 -> 500k:0.44 -> 600k:0.4 -> 700k:0.34 -> 800k:0.24 -> 900k:0.46 -> 1M:0.34,True,28,True,True,training/actor/actor_anchor_gate=1; training/actor/actor_anchor_loss=1.59197; training/actor/actor_disagree=1.4839; training/actor/actor_disagree_penalty=0.999999; training/critic/pm/base_ess=2.47086; training/critic/pm/base_weight_max=0.619519; training/critic/pm/disagree_mean=0.276142; training/critic/pm/disagree_std=0.79998; training/critic/pm/energy_for_reliability=2210.57; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=3.23447; training/critic/pm/ess_max=3.99999; training/critic/pm/ess_min=2.58174; training/critic/pm/ess_penalty=0.266156; training/critic/pm/flow_residual_mean=706.516; training/critic/pm/flow_residual_std=762.567; training/critic/pm/projected_ess=3.23447; training/critic/pm/projected_weight_max=0.529982; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=3.23447; training/critic/pm/reliability_mean=10033; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=104401; training/critic/pm/reliability_weight_max=0.398671; training/critic/pm/weight_max=0.529982; training/critic/stable/sb_weight_max=0.529982; training/critic/stable/sb_weight_mean=0.25; training/critic/stable/sb_weight_std=0.128975; training/critic/stable/sb_weight_top10_mass=0.999999; training/stable/actor_lr=9e-06; training/stable/critic_lr=3e-05; training/stable/encoder_frozen=1; training/visual_stable/actor_lr_mult=0.03; training/visual_stable/critic_lr_mult=0.1; training/visual_stable/target_tau=0.005; validation/actor/actor_anchor_gate=0; validation/actor/actor_anchor_loss=1.51222; validation/actor/actor_disagree=1.94909; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.44106,collapse,2026-06-20T14:41:52
dual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10_domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,4090d,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/train.csv,,visual-antmaze-medium-navigate,task1,visual-antmaze-medium-navigate-singletask-task1-v0,R2,v7,2,1000000,200000,partial,0.8,-619.98,620.78,0.8,200000,-619.98,620.78,nan,nan,0.0,1:0 -> 100k:0.58 -> 200k:0.8,False,0,False,False,training/actor/actor_disagree=0.376018; training/actor/actor_disagree_penalty=0.999997; training/critic/pm/base_ess=2.48962; training/critic/pm/base_weight_max=0.619171; training/critic/pm/disagree_mean=0.182861; training/critic/pm/disagree_std=0.478338; training/critic/pm/energy_for_reliability=1218.19; training/critic/pm/energy_reliability_is_residual=0; training/critic/pm/ess=2.48959; training/critic/pm/ess_max=3.96521; training/critic/pm/ess_min=2.14908; training/critic/pm/ess_penalty=0.635772; training/critic/pm/flow_residual_mean=363.454; training/critic/pm/flow_residual_std=405.6; training/critic/pm/projected_ess=2.48959; training/critic/pm/projected_weight_max=0.619441; training/critic/pm/rel_weight_max=1; training/critic/pm/reliability_ess=2.48959; training/critic/pm/reliability_mean=5168.71; training/critic/pm/reliability_penalty=0; training/critic/pm/reliability_std=24093.4; training/critic/pm/reliability_weight_max=0.508347; training/critic/pm/weight_max=0.619441; validation/actor/actor_disagree=0.727305; validation/actor/actor_disagree_penalty=0.999999; validation/critic/pm/base_ess=2.46971; validation/critic/pm/base_weight_max=0.61895; validation/critic/pm/disagree_mean=0.789131; validation/critic/pm/disagree_std=4.09865; validation/critic/pm/energy_for_reliability=1132.03; validation/critic/pm/energy_reliability_is_residual=0; validation/critic/pm/ess=2.46975; validation/critic/pm/ess_max=3.98877; validation/critic/pm/ess_min=2.15143; validation/critic/pm/ess_penalty=0.642973; validation/critic/pm/flow_residual_mean=316.165; validation/critic/pm/flow_residual_std=395.365; validation/critic/pm/projected_ess=2.46975; validation/critic/pm/projected_weight_max=0.618953; validation/critic/pm/rel_weight_max=1,partial_not_final,2026-06-12T02:09:42
