env,config,seed,target_steps,status,final_step,success_final,return_final,length_final,success_best,best_step,peak_after_500k,peak_after_500k_step,drop_from_best,vf_baseline,final_vs_vf,eval_csv,train_csv,trajectory
puzzle-4x4-play-singletask-task3-v0,R2_residual_disagree_lam0p001,0,1000000,COMPLETED,1000000,0.0,-2375.3,500.0,0.5,300000,0.5,550000,-0.5,0.3,-0.3,/root/autodl-tmp/sb-value-flows-runs/single4090_stageB_task3_R2_seed0_after_migration/exp/stageB_1m_puzzle_4x4_task3_R2_residual_disagree_lam0p001_seed0_after_migration/sd000_20260619_122019/eval.csv,/root/autodl-tmp/sb-value-flows-runs/single4090_stageB_task3_R2_seed0_after_migration/exp/stageB_1m_puzzle_4x4_task3_R2_residual_disagree_lam0p001_seed0_after_migration/sd000_20260619_122019/train.csv,1:0; 50000:0; 100000:0; 150000:0; 200000:0.3; 250000:0.2; 300000:0.5; 350000:0.2; 400000:0.3; 450000:0.1; 500000:0.2; 550000:0.5; 600000:0; 650000:0.1; 700000:0.3; 750000:0.1; 800000:0; 850000:0; 900000:0; 950000:0; 1000000:0
