training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,step
269.21173,0.06291461,0.031863015,0.033965196,-268.8302,268.8302,0.19193333,-211.47662,-269.4688,-333.88712,0.42588025,-0.30608645,14.752754,285.37912,2.003278,0.1039377,0.08673097,-282.33646,282.33646,35.36818,-217.08162,-282.4441,-326.81674,0.005285439672470093,1463.828584432602,-0.19012539972854964,-0.0008823179547766719,-0.1901538794983161,-0.0005362117340430944,-1.101300633522342,25.099999999996967,0.0,275000.0,-2.0,-1000.0,500.0,2.9648284912109375,275000
267.179,0.05035601,0.03700288,0.03766028,-266.7586,266.7586,0.17271122,-194.35062,-267.49567,-337.89423,0.59878594,-0.59826994,20.248453,282.71967,1.4047583,0.09840832,0.09128817,-280.3308,280.3308,34.159298,-186.6056,-280.44043,-317.26062,0.004836261205673218,1584.7351250648499,-0.14094711052636041,0.0022626194969645637,-0.14085555418235954,0.0010969981996318086,35.66981835317628,25.099999999996967,0.0,300000.0,-2.0,-1000.0,500.0,2.7325119972229004,300000
248.56943,0.07682445,0.03862907,0.040280025,-248.10631,248.10631,0.26999816,-177.57191,-248.89944,-311.04688,0.5652409,-0.6013034,22.67192,285.93625,12.039894,0.12921067,0.100284696,-272.60425,272.60425,42.94799,-215.27228,-272.81482,-330.59872,0.005293977317810059,1717.0845675468445,0.021031605932152957,0.0030338545051221233,0.021139233118149463,0.002623852797942317,-0.0734902514478898,25.099999999996967,0.0,325000.0,-2.0,-1000.0,500.0,2.245283842086792,325000
238.50658,0.055369806,0.04071095,0.041166924,-238.0441,238.0441,0.50029325,-160.11711,-238.87949,-312.26926,2.1418087,-1.7228222,38.432125,284.09305,18.966185,0.17935161,0.11496482,-263.33334,263.33334,42.313774,-216.2196,-263.41614,-302.86145,0.004551307935714722,1830.8672759532928,0.1181719797632647,-0.007465802666484551,0.11717399300245633,-0.016238229311803094,0.25585581097814875,25.099999999996967,0.0,350000.0,-2.0,-1000.0,500.0,2.1894001960754395,350000
242.74295,0.06292862,0.033038203,0.03448619,-242.34964,242.34964,0.25001198,-180.8016,-243.01634,-304.8059,0.5328236,-0.799364,20.38118,288.30914,16.986609,0.17411482,0.10672374,-269.5814,269.5814,25.052925,-173.48538,-269.69025,-306.79074,0.005147559270858765,1959.5562665462494,-0.15812827434289373,-0.007796441136028876,-0.15843692301779597,-0.005831332049822008,-0.7319762380518651,25.099999999996967,0.0,375000.0,-2.0,-1000.0,500.0,2.4147660732269287,375000
257.1403,0.06229451,0.029752532,0.03125815,-256.78046,256.78046,0.26396745,-204.72018,-257.38214,-345.38742,0.5479021,-0.6814021,16.687595,292.44873,6.27702,0.18178809,0.10108968,-284.35382,284.35382,39.251007,-186.48236,-284.43713,-322.0164,0.004780711393356323,2079.0740599632263,-0.18821946219884067,-0.01596082226542963,-0.18893792033246562,-0.016738651394285622,35.326477697713706,25.099999999996967,0.0,400000.0,-2.0,-1000.0,500.0,2.1635923385620117,400000
258.72702,0.058466714,0.038987733,0.041224986,-258.2787,258.2787,0.2375665,-195.88132,-259.0664,-343.29663,0.6419557,-0.6255476,19.983433,328.09888,35.297592,0.22428007,0.11654153,-290.55847,290.55847,40.539474,-248.8085,-290.63095,-332.16904,0.005114624824523926,2206.9396908283234,-0.12925016796252928,0.01173456064053305,-0.12843045245158305,0.015027620399202905,-0.8584934850215704,25.099999999996967,0.0,425000.0,-2.0,-1000.0,500.0,2.1350739002227783,425000
252.55832,0.062332083,0.046067428,0.048162553,-252.03531,252.03531,0.55625,-200.37872,-252.99295,-333.39194,1.4740686,-1.4987919,41.1508,299.57724,13.3742285,0.1649436,0.11493925,-284.5536,284.5536,43.79199,-218.6966,-284.5715,-334.64703,0.004426316032409668,2317.5976004600525,-0.18640120138900101,-0.005979309232621125,-0.18675694794636627,-0.006595311079267757,-1.1353177251947353,25.099999999996967,0.0,450000.0,-2.0,-1000.0,500.0,2.101667642593384,450000
242.42053,0.07251693,0.037410636,0.03939384,-241.9739,241.9739,0.5796964,-189.41046,-242.74062,-331.92233,0.96510816,-1.0623802,37.126556,292.45187,20.873978,0.18262595,0.108545855,-269.75165,269.75165,52.78093,-204.7998,-269.99387,-308.24213,0.005049457674026489,2443.834051132202,-0.24923247606155927,0.0055896396855759775,-0.24897612245452483,0.00494229646307481,35.128337314030546,25.099999999996967,0.0,475000.0,-2.0,-1000.0,500.0,2.4647579193115234,475000
247.59326,0.060292322,0.0338785,0.035210293,-247.19418,247.19418,0.34437066,-162.90079,-247.87746,-340.30307,0.7861969,-0.77751195,20.485737,370.91974,94.41377,0.22889379,0.11182348,-274.21704,274.21704,44.21518,-220.54828,-274.34973,-311.06165,0.004901931867599487,2566.382359981537,-0.18649729190955308,-0.004972815444829797,-0.18687599054209544,-0.007081600458649829,-1.167900867106597,25.099999999996967,0.0,500000.0,-2.0,-1000.0,500.0,2.888744592666626,500000
245.2552,0.05994631,0.043049302,0.04381516,-244.76477,244.76477,0.58140254,-187.82516,-245.61465,-341.822,1.3262827,-1.4627905,33.34229,394.4812,111.09347,0.20078483,0.10703806,-281.37988,281.37988,47.27354,-226.01999,-281.53983,-316.38663,0.005620019407272339,2706.8828542232513,0.09616975989207756,0.002001855293973762,0.09625864186716863,0.0015164564174919802,36.480368664859796,25.099999999996967,0.0,525000.0,-2.0,-1000.0,500.0,2.15339732170105,525000
245.54698,0.0809428,0.039068628,0.040285695,-245.07535,245.07535,0.8311341,-156.61139,-245.8642,-355.2063,1.62372,-1.9061084,38.03949,339.69528,61.01582,0.17268755,0.11285484,-276.95258,276.95258,40.221252,-222.36305,-277.05292,-312.1497,0.005029055280685425,2832.6092460155487,-0.1011093953168056,0.00017969647587115476,-0.10111073219566369,5.286124609337004e-05,-0.8945056177863232,25.099999999996967,0.0,550000.0,-2.0,-1000.0,500.0,2.1023781299591064,550000
243.04741,0.087363,0.042406984,0.04371726,-242.53598,242.53598,0.9064981,-171.69994,-243.39337,-308.74344,1.2307762,-1.2628572,41.743275,313.19986,32.143692,0.22003321,0.12060747,-278.85583,278.85583,44.916595,-190.16878,-279.00897,-312.9598,0.005371514196395874,2966.897113800049,-0.18404461539280412,0.023630897347035933,-0.18270599557506745,0.025317470167100693,-1.1957349655549694,25.099999999996967,0.0,575000.0,-2.0,-1000.0,500.0,2.7267534732818604,575000
225.45305,0.078341335,0.050944686,0.05238204,-224.86526,224.86526,0.45465758,-152.57622,-225.88788,-325.2571,0.9134011,-1.0052083,28.954885,477.6478,209.57043,0.79491836,0.13370395,-260.12817,260.12817,62.217266,-129.17749,-260.383,-317.3711,0.004616664524078369,3082.3137402534485,-0.017255557319340413,-0.015951008348505488,-0.018050519345968814,-0.015147334069698173,-0.6070333802669178,25.099999999996967,0.0,600000.0,-2.0,-1000.0,500.0,2.561760425567627,600000
222.21278,0.05728854,0.041592874,0.042891946,-221.73956,221.73956,0.84491765,-167.02391,-222.56728,-343.1151,3.2996314,-2.4870436,51.946476,417.338,152.34793,0.3862131,0.13802524,-261.12796,261.12796,52.750004,-190.88156,-261.31448,-307.18982,0.005570364875793457,3221.5728726387024,-0.06801640550105896,0.030493528539915302,-0.06659199900214136,0.025680836232035858,-0.36095663679079937,25.099999999996967,0.0,625000.0,-2.0,-1000.0,500.0,2.149658679962158,625000
232.46101,0.084129535,0.03721853,0.038962997,-232.0047,232.0047,0.3343581,-171.59479,-232.75757,-314.6888,0.70994353,-0.7093268,30.13552,414.17313,130.22296,1.2625672,0.12807238,-271.3245,271.3245,60.57642,-169.86037,-271.5698,-316.46667,0.004698659992218018,3339.0393817424774,-0.04768513503811309,0.03236426481268244,-0.045235021631724125,0.04544181909845599,-0.5810904563051007,25.099999999996967,0.0,650000.0,-2.0,-1000.0,500.0,2.102461814880371,650000
238.47919,0.07347902,0.038693257,0.04054956,-238.01877,238.01877,0.4053481,-180.65144,-238.80055,-319.6761,1.30914,-0.8699301,27.231192,463.02527,174.79553,0.4127887,0.13359414,-284.10187,284.10187,53.429035,-213.38783,-284.2492,-325.11188,0.005396343870162964,3473.9479870796204,0.2234800622521113,0.010378269938434421,0.2237930779982847,0.006495935639782633,36.56892903838307,25.099999999996967,0.0,675000.0,-2.0,-1000.0,500.0,2.124783515930176,675000
241.65111,0.07495484,0.039165255,0.041452706,-241.1845,241.1845,0.8687995,-165.22913,-241.97963,-329.0864,1.4599952,-1.613277,50.67389,939.85114,637.56537,2.197839,0.1649611,-280.30737,280.30737,48.88056,-195.99332,-280.515,-340.62158,0.004764402952194214,3593.058069705963,-0.11490615767140941,0.004574015171075449,-0.11471781466358998,0.0041886094090902385,35.54745414128331,25.099999999996967,0.0,700000.0,-2.0,-1000.0,500.0,2.1717305183410645,700000
244.83354,0.08357422,0.03873324,0.04038483,-244.36264,244.36264,0.37699378,-190.41786,-245.12022,-337.13095,0.96661955,-0.81171405,23.168568,620.318,334.85168,0.29402837,0.1375852,-282.52606,282.52606,48.646744,-165.71353,-282.70068,-340.1492,0.005388481550216675,3727.770117998123,-0.04888449158186202,0.004348054680227688,-0.04864599765728085,0.004377041679753475,35.7417518540035,25.099999999996967,0.0,725000.0,-2.0,-1000.0,500.0,2.2246479988098145,725000
244.99872,0.08960517,0.039208412,0.0413734,-244.51703,244.51703,1.4092556,-195.88809,-245.28064,-312.64737,1.6064774,-1.1463692,57.0467,2397.4287,2108.6382,0.8705331,0.17088795,-280.08524,280.08524,43.39643,-181.56793,-280.2954,-329.24432,0.004804204988479614,3847.875255346298,0.09936339284694007,-0.0017370708702532502,0.09931654077211381,-0.0008017899535455651,36.42670008461467,25.099999999996967,0.0,750000.0,-2.0,-1000.0,500.0,3.2049355506896973,750000
249.31087,0.076017104,0.034886956,0.0368549,-248.88599,248.88599,0.3678208,-167.95953,-249.58014,-356.93542,1.1757084,-1.1890593,31.84393,1417.5178,1091.2769,4.152826,0.19165662,-284.71265,284.71265,42.69298,-193.77267,-284.91614,-329.7031,0.005420142469406128,3983.3788273334503,-0.17022524270385234,-0.0007773227980240077,-0.17024798292021373,-0.0003867618689974211,35.193960896870045,25.099999999996967,0.0,775000.0,-2.0,-1000.0,500.0,2.2735815048217773,775000
250.51305,0.09173484,0.03967688,0.041909423,-250.02454,250.02454,0.60780615,-177.67754,-250.86513,-339.3648,1.2454956,-1.4295064,44.831886,1745.56,1433.3121,2.862421,0.17902687,-283.62372,283.62372,55.972282,-171.37306,-283.78308,-340.33722,0.004660444288253784,4099.889944791794,-0.05682808970037428,-0.10935286079171513,-0.062340672249732325,-0.09762809257303776,-0.5780518654224488,25.099999999996967,0.0,800000.0,-2.0,-1000.0,500.0,2.1053552627563477,800000
258.09702,0.04758611,0.035510655,0.037321903,-257.69434,257.69434,0.33896947,-202.42136,-258.36746,-335.90784,1.2896485,-0.7560888,24.333746,1558.1796,1189.052,7.553856,0.17801684,-293.589,293.589,39.408333,-202.92982,-293.80148,-351.67816,0.005150525970458984,4228.653103113174,-0.06293252974520407,-0.0004524016708378868,-0.06297323899786593,-0.0008442931475540986,-0.4544398257850779,25.099999999996967,0.0,825000.0,-2.0,-1000.0,500.0,2.0467443466186523,825000
262.48254,0.07520256,0.03161619,0.033269994,-262.0912,262.0912,0.27017462,-201.12923,-262.70184,-341.21124,0.86351025,-0.812962,24.23803,2631.4387,2306.2068,2.2354515,0.20308922,-302.87735,302.87735,40.556038,-178.35043,-303.09402,-354.53342,0.0051264648246765136,4356.814733505249,-0.008163589314769407,-0.009605680091311575,-0.008828768311555987,-0.011780589326495432,35.93175066409924,25.099999999996967,0.0,850000.0,-2.0,-1000.0,500.0,2.0875868797302246,850000
270.93332,0.08536216,0.029745424,0.030878728,-270.5505,270.5505,0.29923457,-185.37787,-271.1482,-339.88754,0.8618317,-0.8242425,22.348295,1330.7965,1014.17883,1.1092812,0.16462837,-305.52493,305.52493,36.167732,-191.05728,-305.62625,-348.9616,0.005217510948181152,4487.252517461777,-0.26644101519334074,-0.0036861220396799464,-0.266635694623892,-0.0037285107053309998,-1.2333631466567054,25.099999999996967,0.0,875000.0,-2.0,-1000.0,500.0,2.0631937980651855,875000
274.8608,0.079272166,0.028166478,0.030181581,-274.49988,274.49988,0.42179275,-213.32274,-275.05765,-353.82837,1.6699058,-0.68989813,24.04759,5221.58,4872.8384,4.055788,0.19220105,-308.1837,308.1837,41.641426,-205.15878,-308.24335,-355.90573,0.004902036542892456,4609.803439855576,-0.06413322585779217,-0.0061912697988050075,-0.06457224517705513,-0.008150559134337137,-0.418301014855969,25.099999999996967,0.0,900000.0,-2.0,-1000.0,500.0,2.066429853439331,900000
275.2712,0.07964781,0.030906785,0.03235195,-274.8825,274.8825,0.547058,-213.38606,-275.4833,-329.83685,1.4141245,-0.8964994,29.928703,2707.1438,2338.7197,5.7518134,0.17735045,-310.90604,310.90604,45.04814,-186.80754,-310.98895,-350.4699,0.00545362696647644,4746.144122123718,-0.11016682997880893,-0.019032917962993813,-0.1110746406412174,-0.01777340972655173,35.50642991526904,25.099999999996967,0.0,925000.0,-2.0,-1000.0,500.0,2.2090773582458496,925000
277.8634,0.07126277,0.02939686,0.030864447,-277.49817,277.49817,0.23451376,-214.06136,-278.05362,-345.72913,0.41815436,-0.4377262,19.846458,4648.3423,4312.6665,2.4690647,0.1824715,-310.98526,310.98526,40.313644,-187.41043,-311.01648,-350.03326,0.005164255466461182,4875.2505168914795,-0.2802535557728782,0.045045555318787005,-0.27786095034314423,0.045046801659395376,-1.4224069718464147,25.099999999996967,0.0,950000.0,-2.0,-1000.0,500.0,2.1264700889587402,950000
280.74857,0.08664143,0.026799247,0.029014215,-280.39392,280.39392,0.19657865,-193.68616,-280.91544,-354.39764,0.45144662,-0.42831227,16.588007,4138.095,3796.5164,2.9325635,0.19262667,-312.2533,312.2533,34.02298,-188.83325,-312.3803,-346.73074,0.005323827266693115,5008.346210718155,-0.08483623548258136,0.0018701441003543366,-0.08475467885457814,0.001135192902151019,35.4797199088525,25.099999999996967,0.0,975000.0,-2.0,-1000.0,500.0,2.9227728843688965,975000
285.69138,0.07161648,0.029144455,0.029936159,-285.3283,285.3283,0.34672672,-220.42879,-285.89215,-350.14917,0.55481464,-0.5288733,23.068062,4562.467,4200.304,4.5023847,0.2013228,-317.1386,317.1386,36.563087,-197.46463,-317.23572,-349.87378,0.004539954233169555,5121.845075845718,-0.2507678243575052,-0.010024955511698989,-0.25122897991568766,-0.01425085157086779,35.11235113842222,25.099999999996967,0.0,1000000.0,-2.0,-1000.0,500.0,2.6024739742279053,1000000
