training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/bcfm_loss,training/critic/critic_loss,training/critic/dcfm_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/critic/q_std,training/critic/q_std_max,training/critic/q_std_min,training/critic/weight,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/bcfm_loss,validation/critic/critic_loss,validation/critic/dcfm_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/critic/q_std,validation/critic/q_std_max,validation/critic/q_std_min,validation/critic/weight,time/epoch_time,time/total_time,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,step
161.1525,0.07622384,0.560522,0.008323288,-155.47105,155.47105,[2.37215924e+00 4.67991769e-01 1.39168692e+00 2.78769398e+00
 3.33691311e+00 1.02774024e+00 4.21663761e-01 1.16001523e+00
 1.33009419e-01 7.08094478e-01 2.13431239e-01 9.21467781e-01
 3.04802716e-01 1.39874482e+00 3.08182806e-01 5.91773212e-01
 8.85358453e-01 2.85714447e-01 3.11645269e-01 1.57535124e+00
 4.01186384e-02 1.59087219e+01 3.67800117e-01 2.34705061e-02
 7.37481236e-01 5.28488219e-01 1.94571924e+00 1.23472202e+00
 1.85240471e+00 5.39972112e-02 2.81926483e-01 3.71715009e-01
 4.57499504e-01 3.85844946e-01 5.60775995e-01 8.38351324e-02
 7.36429915e-03 7.12720990e-01 1.05257738e+00 1.43503457e-01
 4.22667921e-01 5.71212709e-01 2.05879235e+00 3.13367009e-01
 2.74348927e+00 1.08414376e+00 6.63824856e-01 9.38223377e-02
 6.42422795e-01 1.53702128e+00 6.77634418e-01 5.58397770e-02
 1.00782883e+00 8.51425290e-01 2.59148169e+00 4.29243755e+00
 2.93727756e+00 8.96380305e-01 5.07028937e-01 4.89142239e-01
 1.11658850e+01 2.80171782e-02 1.04712987e+00 8.18914318e+00
 9.46526706e-01 5.53683221e-01 1.44844264e-01 1.52136967e-01
 3.48702580e-01 5.56607395e-02 3.27255726e-02 7.74980068e-01
 1.52962282e-02 4.33426350e-02 9.26313847e-02 9.75406110e-01
 1.31737832e-02 7.76004255e-01 1.19644225e+00 1.15372002e+00
 3.09335232e-01 2.69914299e-01 1.59055039e-01 1.32422125e+00
 1.07957564e-01 3.31772208e-01 8.18139493e-01 1.98463678e-01
 1.79564309e+00 1.67918472e+01 1.10689831e+00 3.47393423e-01
 2.37104073e-02 7.00182533e+00 7.14044631e-01 7.30301046e+00
 1.25416756e+00 1.90861881e-01 1.34737754e+00 6.37350321e-01
 6.91678405e-01 1.41467545e-02 4.46914673e-01 9.09417629e-01
 1.71615183e-02 1.79348469e-01 5.59402585e-01 6.47644922e-02
 2.02684365e-02 2.76031405e-01 9.22039747e-01 2.77705193e-01
 4.60092992e-01 5.69124603e+00 6.00495934e-01 1.19040895e+00
 2.16131583e-01 5.46004251e-02 7.32917309e-01 9.90479350e-01
 6.83616102e-02 2.76539445e-01 3.75297725e-01 1.42310226e+00
 7.11357176e-01 1.37743783e+00 2.49576315e-01 9.61863399e-02
 8.18488538e-01 4.03730059e+00 8.39413404e-01 2.82519875e+01
 1.52462289e-01 2.77705759e-01 5.53151906e-01 2.02775318e-02
 1.18830159e-01 4.55299807e+00 4.62136865e-01 1.08635545e+00
 6.99504852e-01 4.97441031e-02 3.65948975e-01 5.52118942e-02
 3.25679988e-01 5.29825115e+00 7.81530499e-01 2.98206306e+00
 7.74138987e-01 4.53540087e-01 8.94466400e-01 9.32436705e-01
 2.99372315e-01 4.32973266e-01 8.84310722e-01 1.09701920e+00
 6.01210892e-02 7.02512324e-01 2.97516203e+00 3.99794169e-02
 8.92911792e-01 1.87159508e-01 3.89206916e-01 2.54323423e-01
 1.37363195e+00 2.69492343e-02 1.70053877e-02 5.92847109e-01
 1.56538467e+01 7.42672980e-01 7.27330148e-02 3.31680030e-01
 3.86452466e-01 1.86625671e+00 4.08018529e-02 1.02371907e+00
 7.67771363e-01 8.66421998e-01 2.03347969e+00 3.08582926e+00
 1.08891726e-02 4.37650114e-01 7.67790222e+00 1.29061913e+00
 7.81553686e-01 9.67812777e-01 1.75282466e+00 1.39667138e-01
 5.08605301e-01 7.14240742e+00 7.74484098e-01 4.80363667e-01
 1.58700442e+00 4.48119044e-01 4.40521449e-01 1.99991727e+00
 1.02815330e+00 1.46599049e-02 9.06391382e-01 8.09704661e-01
 1.02832270e+00 9.40792710e-02 2.82690018e-01 5.94212866e+00
 2.11350650e-01 8.61885786e-01 1.48571014e+00 2.45229751e-02
 1.34960282e+00 3.33659723e-02 7.87271187e-02 1.64875090e-01
 1.20029306e+00 1.94477236e+00 1.10504293e+00 2.40939188e+00
 9.12015140e-02 6.74087584e-01 3.12982649e-01 3.21219504e-01
 4.13734280e-02 1.89666986e+00 1.21621668e+00 4.72390234e-01
 8.70617032e-01 6.51940182e-02 6.73365533e-01 1.19313467e+00
 5.45561194e-01 4.28932762e+00 1.65663719e-01 2.27150470e-02
 3.86248380e-02 6.33363277e-02 3.77587974e-01 2.36037262e-02
 2.76127040e-01 2.09238491e+01 2.57496685e-01 2.00698566e+00
 7.99159765e-01 5.42088330e-01 1.11804679e-01 1.24359646e+01
 1.29179999e-01 4.19993281e-01 5.52300457e-03 1.11162746e+00
 1.70565844e-01 3.96002007e+00 6.52904153e-01 1.66738796e+00
 3.98334712e-01 1.65616250e+00 2.00009659e-01 6.58044517e-01],1.3801277,[4.9692321e-01 9.4975568e-03 4.7010106e-01 9.0022847e-02 1.4022490e+00
 9.2698836e-01 6.1860347e-01 3.6365175e-01 7.6357320e-02 7.0594996e-01
 7.7070731e-01 1.0463152e-01 1.3412386e-03 2.9633982e+00 2.8761003e-02
 1.9011635e+00 4.0293962e-02 1.6485919e-01 1.3324178e+00 2.6602149e-01
 8.3747404e-03 4.2902632e+00 3.2368979e-01 2.7355021e-01 1.3787964e-01
 1.4242291e+00 6.7309582e-01 2.1040101e+00 2.2242101e-01 6.0577136e-02
 9.7785182e-02 4.2194849e-01 2.2017655e-01 1.8635430e+00 7.4243534e-01
 5.8041580e-02 1.1799082e-02 9.9300194e-01 6.7053205e-01 1.5535772e-02
 2.3999780e-02 1.3069800e-01 5.5936141e+00 4.9060389e-02 5.6116557e-01
 1.3094454e+00 6.1043996e-01 2.6933828e-02 8.8409495e-01 8.1540483e-01
 1.5914853e-01 4.1054405e-02 2.4860419e-01 8.6724734e-01 9.3394488e-02
 7.0564765e-01 4.2401552e-01 1.2847343e-01 5.7110780e-01 4.2015797e-01
 1.1898392e+00 2.3620440e-01 1.8349243e+00 2.4873768e+01 1.9067922e-01
 3.9927316e-01 3.4523240e-01 5.4863043e-02 5.6206208e-02 1.2094157e-01
 2.5003397e-01 4.8725027e-01 9.2987698e-01 1.0833197e-01 7.5902291e-02
 4.8795262e-01 4.6233408e-02 7.4905789e-01 1.7644522e-01 6.2519479e-01
 1.1234796e-01 9.2918701e-02 3.6229052e-02 2.2698030e+00 3.2509781e-02
 7.6980375e-02 5.4332376e-01 3.1219864e-01 3.7906459e-01 6.7335906e+00
 1.2273791e+00 2.8587621e-01 1.6800940e+00 3.2348898e-01 9.5788568e-02
 7.1653491e-01 1.0147232e+00 3.9639062e-01 2.3616438e+00 1.1745563e+00
 9.1193616e-02 1.8382579e-02 2.1159334e-01 7.5151312e-01 1.2864621e+00
 3.8308012e-01 1.0079643e+00 2.0774439e-01 5.7416528e-02 2.9045286e+00
 8.9879647e-02 5.0195968e-03 8.6674467e-02 9.6225986e+00 1.4024444e-01
 2.8484249e-01 3.2439899e-01 4.2494470e-01 1.7030247e-02 2.7460763e-01
 2.9755821e+00 5.0930284e-02 3.5065937e-01 1.5852390e-01 3.6493498e-01
 6.2200946e-01 2.7958150e+00 9.3480602e-02 7.1653259e-01 4.3889046e-01
 4.8039180e-01 8.3010702e+00 1.5138992e+00 6.5469839e-02 3.5273227e-01
 9.0397239e-02 1.2844944e-01 7.2924751e-01 4.2046145e-02 7.7956581e-01
 9.3084857e-02 8.7853760e-02 1.6798681e-01 3.3944923e-01 3.0509821e-01
 4.3801630e-01 8.0100018e-01 1.2714094e+00 4.1812205e-01 8.5357037e+00
 1.1333263e+00 1.0977787e+00 1.5951046e-01 1.0217519e-01 7.7448928e-01
 6.2844120e-02 1.4601392e-04 1.0953673e+00 6.4323592e-01 4.8108332e-02
 6.8660539e-01 1.4335281e-01 4.8226468e-02 1.5143041e-01 1.1394498e+00
 9.4607443e-02 1.0066215e-02 1.8243997e-01 2.7613533e+00 1.8355173e-01
 3.6070991e-02 1.6938062e-01 7.7380931e-01 2.8411812e-01 1.3086209e-01
 1.3614051e+00 1.0418591e+00 1.7224580e-01 1.6641592e+00 1.2151018e+00
 1.0389286e-01 1.2754071e-01 3.2168359e-01 1.0020704e+00 5.8175349e-01
 5.9394377e-01 8.7970185e-01 1.0675652e+00 1.1580077e-01 4.8520603e+00
 9.1198760e-01 9.0567863e-01 1.2663448e-01 3.7179794e+00 1.3172825e-01
 5.9610826e-01 6.0933316e-01 2.9029783e-02 8.5489047e-01 3.4999749e-01
 4.5718074e-01 1.1789160e-01 1.4975802e-03 1.4282163e+00 4.1324854e-02
 9.8870039e-01 4.3374735e-01 5.4920368e-02 4.6827593e+00 3.6626864e-02
 2.5054997e-01 1.3259837e-01 4.0213802e-01 1.9054019e+00 4.5288138e-02
 5.4015231e-01 4.0805902e-02 8.6101979e-01 8.1230953e-02 3.0909869e-01
 3.3414952e-02 4.2528468e-01 1.1228170e+00 1.0988090e+00 3.8424021e-01
 4.5022991e-02 8.2473159e-02 1.4316317e+01 1.6441408e-01 8.4109869e+00
 1.1504186e-01 9.3570888e-02 7.4956886e-02 1.2047905e-01 6.4643693e-01
 3.5545127e-03 1.6589570e-01 2.0516987e+00 2.8274792e-01 4.6560508e-01
 9.9297935e-01 1.4297321e-01 5.9670709e-02 1.2549225e+00 2.1061043e-01
 1.8767087e-02 6.7687362e-02 1.8386696e-01 5.3417778e-01 9.0354514e-01
 2.7052128e+00 6.6924882e-01 4.8157886e-02 7.2562164e-01 3.5856862e-02
 8.7477803e-01],-78.127426,-172.60648,-212.05762,0.81954116,3.5883064,0.49668333,0.53037274,39.736534,-49.58376,383.16272,157.64792,0.568979,0.36129084,0.08962901,-153.46603,153.46603,[3.85773134e+00 1.20328537e+02 4.63724327e+01 3.67159882e+01
 6.75315189e+00 4.44529800e+01 4.34988785e+01 4.88080139e+01
 4.29831429e+01 1.64118977e+01 2.69672832e+01 1.51808763e+00
 2.72707386e+01 1.28038578e+01 1.11218243e+01 6.21508455e+00
 2.08497742e+02 5.04426727e+01 2.51117477e+01 7.04881134e+01
 1.00282135e+01 5.01264000e+01 1.38491335e+01 4.97079277e+01
 2.88098278e+01 1.61860430e+00 1.58483992e+01 2.67995334e+00
 5.65580225e+00 5.07250428e-01 1.32760468e+02 2.60015411e+01
 3.97193193e+00 4.70249510e+00 1.96634712e+01 7.03226471e+01
 3.87416077e+01 5.55871544e+01 6.97497272e+00 1.26449337e+01
 4.59303513e+01 1.96674480e+01 3.79895449e+00 3.70901203e+00
 6.97265148e+00 1.17362587e+02 1.84664345e+01 1.22310610e+01
 8.68945789e+00 5.15759563e+00 2.39925552e+02 1.98577194e+01
 3.09269667e+00 4.98912201e+01 1.44958286e+01 4.53327332e+02
 3.29985657e+01 1.59071751e+01 9.25590515e+01 6.22748108e+01
 3.27659264e+01 1.57663345e+01 6.93199539e+01 7.25138807e+00
 1.65059814e+01 2.05315571e+01 1.11131172e+01 2.47115498e+01
 1.42830032e+02 7.50111389e+00 2.56823215e+01 1.03980541e+01
 5.20335817e+00 9.86727295e+01 3.43822241e+00 1.25519323e+01
 8.96298447e+01 9.47338700e-01 6.82911158e+00 8.57124984e-01
 1.20892990e+02 1.22881805e+02 2.08041430e+00 2.99886169e+01
 3.36169577e+00 4.18364525e+00 1.70140877e+01 1.74259148e+01
 9.66613235e+01 2.24579926e+02 7.96285152e+00 2.75069218e+01
 2.68531895e+00 6.25618286e+01 3.97360516e+00 4.59235001e+01
 2.48551514e+02 7.18200378e+01 3.15899849e+01 1.94665314e+02
 5.61269798e+01 2.70066620e+02 4.90730400e+01 2.03419113e+01
 9.13691103e-01 1.41637459e+01 7.16521549e+00 1.41829681e+02
 2.24566994e+01 5.48821259e+00 6.75189056e+01 4.28405762e-01
 4.75612335e+01 5.48778009e+00 5.31927299e+01 2.53556919e+00
 8.58902264e+00 2.81228852e+00 4.74337120e+01 1.35577564e+01
 5.61121521e+01 2.92989182e+00 5.15691910e+01 3.33158569e+02
